"","Provider_Number","FUH.30_.","FUH.30_Numerator","FUH.30_Denominator","FUH.7_.","FUH.7_Numerator","FUH.7_Denominator","HBIPS.2_Overall_Rate_Per_1000","HBIPS.2_Overall_Num","HBIPS.2_Overall_Den","HBIPS.3_Overall_Rate_Per_1000","HBIPS.3_Overall_Num","HBIPS.3_Overall_Den","HBIPS.5_Overall_._of_Total","HBIPS.5_Overall_Num","HBIPS.5_Overall_Den","SUB.1_.","SUB.1_Numerator","SUB.1_Denominator","SUB.2_.","SUB.2_Numerator","SUB.2_Denominator","SUB.2a_.","SUB.2a_Numerator","SUB.2a_Denominator","TOB.1_.","TOB.1_Numerator","TOB.1_Denominator","TOB.2_.","TOB.2_Numerator","TOB.2_Denominator","TOB.2a_.","TOB.2a_Numerator","TOB.2a_Denominator","TOB.3_.","TOB.3_Numerator","TOB.3_Denominator","TOB.3a_.","TOB.3a_Numerator","TOB.3a_Denominator","PEoC_Assessed_Response","EHR_Use_Response","HIE_Response","IMM.2_.","IMM.2_Numerator","IMM.2_Denominator","HCP_.","HCP_Numerator","HCP_Denominator"
"445",144037,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1.86","588.52","13170","0.02","5.83","13170","Not Available","0","0","99.49%","591","594","33.01%","34","103","26.21%","27","103","99.35%","608","612","96.54%","279","289","24.57%","71","289","55.88%","152","272","11.40%","31","272","Yes","Paper or Other Form","No","95.92%","188","196","44%","407","926"
"446",144038,"61.11","11","18","Not Available","Not Available","Not Available","0.37","129.77","14678","0.00",".6","14678","Not Available","Not Available","Not Available","97.65%","83","85","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","85","85","93.33%","56","60","33.33%","20","60","85.19%","46","54","0.00%","0","54","Yes","Paper or Other Form","No","100.00%","30","30","73%","154","210"
"447",144039,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.24","50.85","8971","0.41","88.21","8971","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","84.70%","371","438","74%","134","180"
"448",144040,"43.53","101","232","20.69","48","232","0.00","2.98","36748","0.01","6.93","36748","55.00%","11","20","99.66%","581","583","96.92%","126","130","96.92%","126","130","99.50%","592","595","75.63%","149","197","74.62%","147","197","Not Available","Not Available","Not Available","0.00%","0","179","Yes","Paper or Other Form","No","76.07%","337","443","63%","196","311"
"449",150002,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","7272","0.00","0","7272","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96.75%","149","154","0.00%","0","77","0.00%","0","77","0.00%","0","51","0.00%","0","51","No","Certified EHR Technology","No","63.64%","49","77","96%","44","46"
"450",150004,"57.82","85","147","23.81","35","147","3.10","735","9872","0.14","32","9872","Not Available","Not Available","Not Available","72.64%","154","212","62.00%","31","50","62.00%","31","50","98.32%","292","297","73.72%","115","156","64.10%","100","156","Not Available","Not Available","Not Available","0.00%","0","155","No","Certified EHR Technology","Yes","82.43%","258","313","99%","229","232"
"451",150008,"63.64","14","22","50.00","11","22","0.97","75.35","3221","0.00","0","3221","68.42%","13","19","93.94%","217","231","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","97.78%","220","225","45.83%","11","24","45.83%","11","24","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","92.11%","105","114","53%","40","76"
"452",150009,"41.67","15","36","Not Available","Not Available","Not Available","1.32","94.2","2977","0.13","9.6","2977","Not Available","Not Available","Not Available","92.72%","293","316","91.67%","11","12","Not Available","Not Available","Not Available","97.26%","319","328","57.14%","28","49","Not Available","Not Available","Not Available","0.00%","0","18","0.00%","0","18","No","Paper or Other Form","No","78.48%","124","158","77%","50","65"
"453",150015,"67.74","42","62","46.77","29","62","0.34","26.02","3161","0.11","8.34","3161","Not Available","Not Available","Not Available","90.84%","238","262","75.00%","30","40","75.00%","30","40","97.95%","335","342","94.27%","181","192","71.88%","138","192","23.91%","44","184","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","95.22%","199","209","99%","89","90"
"454",150018,"65.22","30","46","50.00","23","46","0.86","57.6","2792","0.21","14.12","2792","Not Available","Not Available","Not Available","100.00%","208","208","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98.09%","205","209","37.07%","43","116","20.69%","24","116","22.73%","25","110","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","100.00%","225","225","100%","20","20"
"455",150021,"49.12","139","283","19.43","55","283","0.01","1.7","11922","0.10","28.35","11922","Not Available","Not Available","Not Available","96.67%","232","240","96.97%","32","33","81.82%","27","33","99.72%","354","355","82.74%","139","168","Not Available","Not Available","Not Available","10.13%","16","158","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","85.82%","224","261","78%","507","650"
"456",150022,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","1955","0.00","0","1955","Not Available","Not Available","Not Available","88.89%","104","117","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","83.48%","96","115","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","70.97%","44","62","100%","16","16"
"457",150024,"61.34","73","119","37.82","45","119","1.86","311.98","6977","2.02","339.08","6977","Not Available","Not Available","Not Available","96.63%","459","475","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","92.95%","488","525","41.98%","110","262","25.57%","67","262","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","72.40%","223","308","90%","47","52"
"458",150037,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","793","0.00","0","793","Not Available","Not Available","Not Available","100.00%","224","224","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","227","227","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","99.15%","117","118","96%","23","24"
"459",150042,"69.07","67","97","43.30","42","97","3.05","219.7","3006","0.00","0","3006","Not Available","Not Available","Not Available","77.74%","227","292","37.31%","25","67","37.31%","25","67","97.84%","407","416","28.15%","76","270","0.00%","0","270","0.00%","0","248","0.00%","0","248","Yes","Certified EHR Technology","Yes","98.39%","306","311","98%","504","515"
"460",150046,"67.59","73","108","39.81","43","108","0.13","24.05","7704","0.02","3.67","7704","92.86%","13","14","100.00%","801","801","92.68%","266","287","91.99%","264","287","100.00%","888","888","99.33%","596","600","93.50%","561","600","90.83%","535","589","90.83%","535","589","Yes","Certified EHR Technology","Yes","100.00%","435","435","96%","374","391"
"461",150047,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","110.90","15610.27","5865","0.06","8","5865","100.00%","22","22","99.43%","173","174","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","164","164","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Non-Certified EHR Technology","No","98.87%","175","177","58%","38","65"
"462",150048,"55.83","67","120","26.67","32","120","0.51","140.42","11563","0.33","92.3","11563","46.67%","14","30","98.89%","533","539","97.67%","42","43","97.67%","42","43","99.45%","546","549","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","123","No","Paper or Other Form","Yes","85.02%","261","307","44%","36","81"
"463",150056,"65.82","52","79","45.57","36","79","7.38","1076.32","6074","1.46","212.94","6074","Not Available","Not Available","Not Available","81.94%","236","288","86.05%","37","43","86.05%","37","43","99.19%","367","370","32.65%","48","147","26.53%","39","147","15.71%","22","140","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","93.92%","278","296","99%","189","190"
"464",150058,"71.43","45","63","50.79","32","63","0.00","0","2891","0.00","0","2891","0.00%","0","13","87.78%","158","180","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","189","189","53.45%","31","58","Not Available","Not Available","Not Available","32.00%","16","50","0.00%","0","50","Yes","Certified EHR Technology","No","97.09%","167","172","97%","153","157"
"465",150061,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","13210","0.00","0","13210","100.00%","27","27","96.30%","26","27","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","27","27","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Certified EHR Technology","No","96.23%","153","159","93%","53","57"
"466",150064,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","2027","0.00","0","2027","Not Available","Not Available","Not Available","99.38%","160","161","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","167","167","87.80%","36","41","39.02%","16","41","92.31%","12","13","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","75.00%","57","76","87%","367","421"
"467",150082,"56.96","45","79","31.65","25","79","0.62","81.91","5476","1.27","166.34","5476","71.43%","25","35","98.97%","384","388","93.94%","93","99","93.94%","93","99","99.78%","453","454","92.90%","288","310","66.77%","207","310","79.17%","228","288","40.28%","116","288","Yes","Certified EHR Technology","Yes","98.18%","270","275","97%","247","254"
"468",150084,"51.82","71","137","27.74","38","137","0.63","221.13","14726","0.26","92.01","14726","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","84","0.00%","0","84","99.75%","406","407","37.25%","57","153","0.00%","0","153","0.00%","0","152","0.00%","0","152","Yes","Paper or Other Form","Yes","96.89%","312","322","98%","251","255"
"469",150100,"60.00","39","65","36.92","24","65","0.68","61.65","3787","0.09","8.17","3787","75.00%","15","20","99.74%","378","379","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.78%","444","445","75.74%","178","235","48.94%","115","235","40.45%","89","220","8.64%","19","220","Yes","Certified EHR Technology","Yes","99.51%","205","206","93%","42","45"
"470",150104,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","2721","0.00","0","2721","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","98.25%","112","114","100%","29","29"
"471",150115,"71.43","25","35","51.43","18","35","1.95","142.78","3053","2.36","173.12","3053","Not Available","0","0","100.00%","174","174","86.67%","26","30","83.33%","25","30","100.00%","325","325","92.74%","115","124","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","109","Yes","Certified EHR Technology","Yes","98.71%","229","232","97%","606","624"
