"Hospital.Name","Provider.ID","ED_1b","ED_2b","EDV","IMM_2","IMM_3_OP_27_FAC_ADHPCT","OP_1","OP_18b","OP_2","OP_20","OP_21","OP_22","OP_23","OP_29","OP_30","OP_31","OP_33","OP_3b","OP_4","OP_5","PC_01","VTE_6"
"COMMUNITY HOSPITAL, LLC",370203,"170","65","Low (0 - 19,999 patients annually)","100","97","Not Available","102","Not Available","23","33","1","Not Available","98","99","Not Available","Not Available","Not Available","96","8","Not Available","Not Available"
"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",171354,"120","8","Low (0 - 19,999 patients annually)","92","99","Not Available","89","Not Available","12","30","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","85","3","Not Available","Not Available"
"COMMUNITY HOSPITALS AND WELLNESS CENTERS",360121,"172","46","Low (0 - 19,999 patients annually)","99","74","Not Available","106","Not Available","15","54","1","95","94","100","Not Available","93","Not Available","100","7","7","Not Available"
"COMMUNITY HOSPITALS AND WELLNESS CENTERS",361327,"Not Available","Not Available","Low (0 - 19,999 patients annually)","Not Available","Not Available","Not Available","78","Not Available","14","46","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","97","7","Not Available","Not Available"
"COMMUNITY HOWARD REGIONAL HEALTH INC",150007,"235","84","Medium (20,000 - 39,999 patients annually)","100","97","Not Available","135","Not Available","20","50","1","Not Available","100","100","Not Available","89","Not Available","Not Available","Not Available","0","Not Available"
"COMMUNITY MEDICAL CENTER",270023,"220","82","Low (0 - 19,999 patients annually)","96","96","Not Available","110","Not Available","19","34","1","Not Available","100","97","Not Available","100","Not Available","Not Available","Not Available","0","Not Available"
"COMMUNITY MEDICAL CENTER",310041,"465","205","Very High (60,000+ patients annually)","95","98","Not Available","176","Not Available","18","67","1","Not Available","70","86","Not Available","95","Not Available","100","6","0","4"
"COMMUNITY MEDICAL CENTER, INC",281352,"Not Available","Not Available","Low (0 - 19,999 patients annually)","100","Not Available","Not Available","81","Not Available","11","36","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","2","Not Available","Not Available"
"COMMUNITY MEMORIAL HEALTHCARE, INC",171363,"Not Available","Not Available","Low (0 - 19,999 patients annually)","58","100","Not Available","87","Not Available","14","36","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96","9","Not Available","Not Available"
"COMMUNITY MEMORIAL HEALTHCENTER, INC",490098,"306","109","Medium (20,000 - 39,999 patients annually)","97","99","Not Available","163","Not Available","23","55","3","Not Available","100","97","Not Available","Not Available","Not Available","100","1","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",141306,"Not Available","Not Available","Not Available","Not Available","78","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",241364,"190","41","Not Available","52","82","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",281309,"Not Available","Not Available","Low (0 - 19,999 patients annually)","95","93","Not Available","126","Not Available","14","40","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","6","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",361301,"238","56","Not Available","100","96","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98","0","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",431309,"Not Available","Not Available","Not Available","Not Available","99","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",431316,"Not Available","Not Available","Not Available","86","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",520103,"203","53","Medium (20,000 - 39,999 patients annually)","99","93","Not Available","155","Not Available","11","44","1","85","80","70","Not Available","85","Not Available","86","6","0","Not Available"
"COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER",161320,"146","4","Not Available","86","95","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA",50394,"318","150","High (40,000 - 59,999 patients annually)","88","78","Not Available","173","Not Available","34","84","2","67","88","92","Not Available","Not Available","Not Available","Not Available","Not Available","2","13"
"COMMUNITY MEMORIAL HOSPITAL, INC",331316,"238","104","Low (0 - 19,999 patients annually)","99","72","Not Available","125","Not Available","33","53","2","Not Available","98","96","97","Not Available","Not Available","98","3","Not Available","Not Available"
"COMMUNITY REGIONAL MEDICAL CENTER",50060,"1024","628","Very High (60,000+ patients annually)","95","88","Not Available","320","Not Available","38","86","1","Not Available","95","97","Not Available","Not Available","Not Available","Not Available","Not Available","1","0"
"CONCHO COUNTY HOSPITAL",451325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONCORD HOSPITAL",300001,"322","193","High (40,000 - 59,999 patients annually)","86","81","Not Available","187","Not Available","48","63","2","83","98","95","Not Available","95","Not Available","Not Available","Not Available","3","Not Available"
"CONEMAUGH MEMORIAL MEDICAL CENTER",390110,"260","67","High (40,000 - 59,999 patients annually)","86","96","Not Available","153","Not Available","22","31","3","86","99","90","Not Available","Not Available","Not Available","Not Available","Not Available","1","0"
"CONEMAUGH MINERS MEDICAL CENTER",390130,"201","50","Low (0 - 19,999 patients annually)","38","97","Not Available","96","Not Available","15","44","0","Not Available","86","4","Not Available","Not Available","Not Available","92","12","Not Available","Not Available"
"CONEY ISLAND HOSPITAL",330196,"479","134","Very High (60,000+ patients annually)","74","63","Not Available","194","Not Available","53","69","4","79","100","80","Not Available","Not Available","Not Available","100","17","0","4"
"CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS",500148,"Not Available","Not Available","Not Available","84","95","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","95","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONNALLY MEMORIAL MEDICAL CENTER",450108,"234","96","Low (0 - 19,999 patients annually)","82","98","Not Available","106","Not Available","22","40","2","Not Available","96","Not Available","Not Available","Not Available","Not Available","96","9","Not Available","Not Available"
"CONNECTICUT CHILDRENS MEDICAL CENTER",73300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONNECTICUT HOSPICE INC,THE",70038,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONROE REGIONAL MEDICAL CENTER",450222,"311","160","High (40,000 - 59,999 patients annually)","99","81","Not Available","146","Not Available","7","40","0","Not Available","97","98","Not Available","Not Available","Not Available","Not Available","Not Available","3","0"
"CONTRA COSTA REGIONAL MEDICAL CENTER",50276,"704","420","High (40,000 - 59,999 patients annually)","86","84","Not Available","220","Not Available","74","90","7","Not Available","88","96","Not Available","Not Available","Not Available","100","10","0","Not Available"
"CONWAY MEDICAL CENTER",420049,"272","118","High (40,000 - 59,999 patients annually)","97","67","Not Available","131","Not Available","24","47","2","86","78","88","Not Available","Not Available","Not Available","99","3","2","Not Available"
"CONWAY REGIONAL MEDICAL CENTER",40029,"199","60","High (40,000 - 59,999 patients annually)","94","72","Not Available","117","Not Available","21","64","3","77","59","81","Not Available","Not Available","Not Available","Not Available","Not Available","1","Not Available"
"COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR",110101,"187","45","Low (0 - 19,999 patients annually)","97","100","Not Available","98","Not Available","26","48","3","Not Available","94","92","Not Available","Not Available","Not Available","88","12","Not Available","Not Available"
