"Hospital.Name","Provider.ID","OP_10","OP_11","OP_13","OP_14","OP_8","OP_9"
"COLORADO CANYONS HOSPITAL AND MEDICAL CENTER",61302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COLORADO PLAINS MEDICAL CENTER",60044,"4.8","3.4","1.9","Not Available","Not Available","13.2"
"COLORADO RIVER MEDICAL CENTER",51323,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COLQUITT REGIONAL MEDICAL CENTER",110105,"2.1","0.0","5.5","1.2","Not Available","11.5"
"COLUMBIA BASIN HOSPITAL",501317,"Not Available","Not Available","Not Available","Not Available","Not Available","14.8"
"COLUMBIA CENTER",520195,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COLUMBIA MEMORIAL HOSPITAL",330094,"10.4","0.9","6.3","2.5","33.3","12.9"
"COLUMBIA MEMORIAL HOSPITAL",381320,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COLUMBIA ST MARYS HOSPITAL MILWAUKEE",520051,"4.1","3.2","3.4","1.7","27.9","11.1"
"COLUMBIA ST MARYS HOSPITAL OZAUKEE",520027,"5.8","1.4","5.9","0.9","Not Available","9.7"
"COLUMBUS COMMUNITY HOSPITAL",280111,"7.1","0.0","2.8","1.0","36.8","4.5"
"COLUMBUS COMMUNITY HOSPITAL",450370,"38.3","14.5","Not Available","Not Available","Not Available","5.8"
"COLUMBUS COMMUNITY HOSPITAL",521338,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COLUMBUS REGIONAL HEALTHCARE SYSTEM",340068,"11.3","4.1","4.5","1.9","42.0","7.8"
"COLUMBUS REGIONAL HOSPITAL",150112,"6.2","0.5","4.3","1.5","26.5","8.4"
"COMANCHE COUNTY HOSPITAL",171312,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMANCHE COUNTY MEDICAL CENTER",451382,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMANCHE COUNTY MEMORIAL HOSPITAL",370056,"3.7","0.2","4.6","0.7","31.1","8.9"
"COMMONWEALTH HEALTH CENTER",660001,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY FIRST MEDICAL CENTER",140251,"6.0","0.4","3.9","2.2","51.1","6.1"
"COMMUNITY HEALTH CENTER OF BRANCH COUNTY",230022,"10.4","0.6","6.3","1.5","Not Available","11.4"
"COMMUNITY HOSPITAL",60054,"14.5","1.0","Not Available","Not Available","Not Available","5.9"
"COMMUNITY HOSPITAL",150125,"5.8","0.1","5.2","1.6","38.8","8.5"
"COMMUNITY HOSPITAL",281363,"6.0","1.7","5.6","Not Available","Not Available","12.3"
"COMMUNITY HOSPITAL",531307,"9.1","Not Available","Not Available","0.0","Not Available","8.7"
"COMMUNITY HOSPITAL ASSOCIATION",261303,"5.2","Not Available","Not Available","0.0","Not Available","16.1"
"COMMUNITY HOSPITAL EAST",150074,"8.8","6.8","6.1","1.1","37.3","8.6"
"COMMUNITY HOSPITAL INC",10034,"10.8","7.6","Not Available","Not Available","Not Available","5.7"
"COMMUNITY HOSPITAL NORTH",150169,"12.2","7.9","Not Available","1.7","30.4","8.5"
"COMMUNITY HOSPITAL OF ANACONDA",271335,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY",150113,"4.0","1.8","3.4","0.6","44.0","10.9"
"COMMUNITY HOSPITAL OF BREMEN INC",151300,"7.5","0.0","Not Available","0.0","Not Available","17.0"
"COMMUNITY HOSPITAL OF HUNTINGTON PARK",50091,"0.0","Not Available","Not Available","0.8","Not Available","Not Available"
"COMMUNITY HOSPITAL OF LONG BEACH",50727,"6.5","5.0","Not Available","0.6","Not Available","Not Available"
"COMMUNITY HOSPITAL OF SAN BERNARDINO",50089,"2.4","Not Available","Not Available","1.0","Not Available","Not Available"
"COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA",50145,"2.5","0.0","2.9","0.1","37.3","14.4"
"COMMUNITY HOSPITAL SOUTH",150128,"3.4","0.6","5.8","1.3","36.2","5.6"
"COMMUNITY HOSPITAL, LLC",370203,"20.4","10.4","Not Available","Not Available","37.7","Not Available"
"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",171354,"4.3","1.0","Not Available","Not Available","Not Available","13.9"
"COMMUNITY HOSPITALS AND WELLNESS CENTERS",360121,"6.7","1.8","Not Available","0.9","40.4","Not Available"
"COMMUNITY HOSPITALS AND WELLNESS CENTERS",361327,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY HOWARD REGIONAL HEALTH INC",150007,"6.4","3.2","3.9","1.8","35.6","9.4"
"COMMUNITY MEDICAL CENTER",270023,"9.5","0.0","2.5","Not Available","37.8","4.9"
"COMMUNITY MEDICAL CENTER",310041,"2.7","0.5","6.2","2.0","Not Available","6.2"
"COMMUNITY MEDICAL CENTER, INC",281352,"7.1","2.2","Not Available","Not Available","Not Available","16.6"
"COMMUNITY MEMORIAL HEALTHCARE, INC",171363,"6.6","0.4","10.1","Not Available","Not Available","6.9"
"COMMUNITY MEMORIAL HEALTHCENTER, INC",490098,"10.7","6.9","6.0","1.1","Not Available","7.9"
"COMMUNITY MEMORIAL HOSPITAL",141306,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",241364,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",281309,"Not Available","4.0","Not Available","Not Available","Not Available","10.6"
"COMMUNITY MEMORIAL HOSPITAL",361301,"1.7","Not Available","Not Available","Not Available","Not Available","2.8"
"COMMUNITY MEMORIAL HOSPITAL",431309,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",431316,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL",520103,"3.1","4.3","4.5","1.8","50.0","7.0"
"COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER",161320,"1.3","0.0","Not Available","Not Available","Not Available","4.8"
"COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA",50394,"10.4","4.0","4.4","1.3","Not Available","Not Available"
"COMMUNITY MEMORIAL HOSPITAL, INC",331316,"5.6","1.6","0.0","0.0","Not Available","11.2"
"COMMUNITY REGIONAL MEDICAL CENTER",50060,"2.9","2.5","4.8","1.1","Not Available","5.3"
"CONCHO COUNTY HOSPITAL",451325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONCORD HOSPITAL",300001,"6.2","0.4","3.6","1.0","Not Available","5.1"
"CONEMAUGH MEMORIAL MEDICAL CENTER",390110,"3.2","0.9","3.6","1.3","48.4","6.2"
"CONEMAUGH MINERS MEDICAL CENTER",390130,"5.2","0.0","Not Available","Not Available","Not Available","5.7"
"CONEY ISLAND HOSPITAL",330196,"0.8","Not Available","Not Available","7.1","Not Available","Not Available"
"CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS",500148,"14.8","0.4","3.5","0.8","Not Available","Not Available"
"CONNALLY MEMORIAL MEDICAL CENTER",450108,"8.5","9.3","Not Available","1.1","Not Available","5.2"
"CONNECTICUT CHILDRENS MEDICAL CENTER",73300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONNECTICUT HOSPICE INC,THE",70038,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CONROE REGIONAL MEDICAL CENTER",450222,"14.1","0.0","4.9","2.3","48.3","10.4"
"CONTRA COSTA REGIONAL MEDICAL CENTER",50276,"7.2","3.2","3.2","1.4","Not Available","7.3"
"CONWAY MEDICAL CENTER",420049,"5.2","0.4","3.9","1.1","37.0","5.0"
"CONWAY REGIONAL MEDICAL CENTER",40029,"5.1","0.7","Not Available","1.4","42.5","9.6"
"COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR",110101,"23.0","Not Available","Not Available","Not Available","Not Available","8.4"
"COOK CHILDRENS MEDICAL CENTER",453300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COOK CHILDRENS NORTHEAST HOSPITAL, LLC",670045,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COOK HOSPITAL",241312,"1.8","Not Available","Not Available","Not Available","Not Available","Not Available"
"COOKEVILLE REGIONAL MEDICAL CENTER",440059,"6.7","4.5","4.6","1.5","40.2","7.2"
"COOLEY DICKINSON HOSPITAL INC,THE",220015,"3.2","0.2","3.4","0.8","38.5","6.0"
"COON MEMORIAL HOSPITAL",451331,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COOPER COUNTY MEMORIAL HOSPITAL",260004,"6.3","5.1","Not Available","Not Available","Not Available","Not Available"
"COOPER UNIVERSITY HOSPITAL",310014,"3.7","0.2","3.4","0.4","33.3","9.0"
"COOPERSTOWN MEDICAL CENTER",351306,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COORDINATED HEALTH ORTHOPEDIC HOSPITAL",390314,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COOSA VALLEY MEDICAL CENTER",10164,"1.6","1.3","6.0","1.9","46.6","6.6"
"COPIAH COUNTY MEDICAL CENTER",251327,"0.6","1.4","Not Available","6.7","Not Available","8.3"
"COPLEY HOSPITAL",471305,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COPLEY MEMORIAL HOSPITAL",140029,"3.3","0.4","5.6","1.2","39.4","5.7"
"COPPER BASIN MEDICAL CENTER",441315,"4.7","4.4","Not Available","Not Available","Not Available","2.6"
"COPPER QUEEN COMMUNITY HOSPITAL",31312,"15.3","6.5","Not Available","1.0","Not Available","8.9"
"COQUILLE VALLEY HOSPITAL DISTRICT",381312,"4.1","3.1","Not Available","Not Available","Not Available","3.5"
"CORAL GABLES HOSPITAL",100183,"2.1","Not Available","Not Available","Not Available","Not Available","7.9"
"CORDELL MEMORIAL HOSPITAL",371325,"50.0","Not Available","Not Available","0.0","Not Available","Not Available"
"CORDOVA COMMUNITY MEDICAL CENTER",21307,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",30108,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CORNERSTONE MEDICAL CENTER",110236,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CORNERSTONE REGIONAL HOSPITAL",450825,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CORNING HOSPITAL",330277,"4.5","0.8","3.9","1.7","42.9","7.6"
"CORONA REGIONAL MEDICAL CENTER",50329,"10.8","0.7","5.1","1.3","Not Available","10.0"
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,"2.1","5.8","Not Available","1.7","Not Available","4.1"
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,"3.8","0.0","3.0","1.3","Not Available","8.3"
"CORYELL MEMORIAL HEALTHCARE SYSTEM",451379,"2.4","0.0","Not Available","Not Available","Not Available","11.4"
"COSHOCTON REGIONAL MEDICAL CENTER",360109,"0.9","0.0","3.2","Not Available","Not Available","12.8"
"COTEAU DES PRAIRIES HEALTH CARE SYSTEM",431339,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COTTAGE HOSPITAL",301301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COULEE MEDICAL CENTER",501308,"6.4","3.8","Not Available","Not Available","Not Available","6.1"
"COVENANT CHILDRENS HOSPITAL",453306,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COVENANT HOSPITAL LEVELLAND",450755,"5.8","Not Available","Not Available","Not Available","Not Available","9.5"
"COVENANT HOSPITAL PLAINVIEW",450539,"3.3","3.0","2.3","Not Available","Not Available","15.3"
"COVENANT MEDICAL CENTER",160067,"1.9","0.5","6.6","1.5","31.3","4.7"
"COVENANT MEDICAL CENTER",230070,"16.5","8.0","4.6","1.2","37.8","7.1"
"COVENANT MEDICAL CENTER",450040,"25.0","1.4","12.9","1.1","Not Available","8.1"
"COVINGTON COUNTY HOSPITAL CAH",251325,"3.9","Not Available","Not Available","0.7","Not Available","Not Available"
"COX MEDICAL CENTER BRANSON",260094,"8.2","0.2","4.6","1.3","44.1","7.8"
"COX MEDICAL CENTERS",260040,"7.7","0.0","5.6","1.9","47.2","9.0"
"COX MONETT HOSPITAL",261329,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"COZAD COMMUNITY HOSPITAL",281327,"Not Available","Not Available","Not Available","0.0","Not Available","4.1"
"CRANE COUNTY HOSPITAL DISTRICT",451353,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CRAWFORD COUNTY MEMORIAL HOSPITAL",161369,"6.0","6.0","Not Available","Not Available","Not Available","6.8"
"CRAWFORD MEMORIAL HOSPITAL",141343,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CREEK NATION COMMUNITY HOSPITAL",371333,"10.8","Not Available","Not Available","Not Available","Not Available","13.3"
"CRENSHAW COMMUNITY HOSPITAL",10008,"1.9","Not Available","Not Available","Not Available","Not Available","Not Available"
"CRESCENT MEDICAL CENTER LANCASTER",670090,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CRESTWOOD MEDICAL CENTER",10131,"5.9","0.0","Not Available","3.5","39.2","5.8"
"CRETE AREA MEDICAL CENTER",281354,"8.4","0.0","Not Available","Not Available","Not Available","9.5"
"CRISP REGIONAL HOSPITAL",110104,"5.0","0.0","5.5","0.9","43.2","3.5"
"CRITTENDEN HEALTH SYSTEM",180095,"4.1","0.0","Not Available","Not Available","Not Available","9.8"
"CROOK COUNTY HOSPITAL",531311,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CROSBYTON CLINIC HOSPITAL",451345,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CROSSING RIVERS HEALTH MEDICAL CENTER",521330,"6.5","2.0","Not Available","Not Available","Not Available","8.0"
"CROSSRIDGE COMMUNITY HOSPITAL",41307,"10.5","5.8","Not Available","Not Available","Not Available","6.8"
"CROSSROADS COMMUNITY HOSPITAL",140294,"7.6","5.3","Not Available","Not Available","Not Available","3.6"
"CROUSE HOSPITAL",330203,"3.0","0.0","5.1","2.0","Not Available","5.8"
"CROWNPOINT HEALTHCARE FACILITY",320062,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CROZER CHESTER MEDICAL CENTER",390180,"6.3","0.1","4.7","1.4","39.3","9.6"
"CRYSTAL CLINIC ORTHOPAEDIC CENTER",360351,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUBA MEMORIAL HOSPITAL, INC",331301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUERO COMMUNITY HOSPITAL",450597,"4.7","2.3","Not Available","0.0","60.5","8.8"
"CULBERSON HOSPITAL",451338,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CULLMAN REGIONAL MEDICAL CENTER",10035,"7.0","3.5","5.2","1.2","45.9","5.0"
"CUMBERLAND COUNTY HOSPITAL",181317,"7.5","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUMBERLAND HOSPITAL LLC",493300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUMBERLAND MEDICAL CENTER",440009,"22.1","11.2","4.1","0.7","37.6","2.4"
"CUMBERLAND MEMORIAL HOSPITAL",521353,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUMBERLAND RIVER HOSPITAL",441319,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CUMBERLAND SURGICAL HOSPITAL",670112,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CURRY GENERAL HOSPITAL",381322,"7.9","3.2","1.5","Not Available","26.3","6.1"
"CUYUNA REGIONAL MEDICAL CENTER",241353,"5.6","0.0","Not Available","0.7","Not Available","6.1"
"CYPRESS FAIRBANKS MEDICAL CENTER",450716,"5.0","0.0","Not Available","1.1","Not Available","6.9"
"CYPRESS POINTE SURGICAL HOSPITAL",190303,"Not Available","0.0","Not Available","Not Available","41.6","Not Available"
"D C H REGIONAL MEDICAL CENTER",10092,"3.0","0.0","4.5","1.5","46.0","12.2"
"D W MCMILLAN MEMORIAL HOSPITAL",10099,"19.2","2.1","0.9","Not Available","42.0","11.0"
"DAHL MEMORIAL HEALTHCARE ASSOC",271302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DALE MEDICAL CENTER",10021,"4.3","0.0","4.7","1.4","50.0","8.3"
"DALLAS COUNTY HOSPITAL",161322,"4.9","0.0","Not Available","Not Available","Not Available","6.0"
"DALLAS COUNTY MEDICAL CENTER",41317,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DALLAS MEDICAL CENTER",450379,"15.2","Not Available","6.5","Not Available","Not Available","Not Available"
"DALLAS REGIONAL MEDICAL CENTER",450688,"5.6","7.7","3.3","Not Available","Not Available","5.8"
"DAMERON HOSPITAL",50122,"0.0","0.0","4.8","1.7","Not Available","Not Available"
"DANBURY HOSPITAL",70033,"6.9","0.5","4.4","1.2","35.2","26.6"
"DANIELS MEMORIAL HOSPITAL",271342,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DANVILLE REGIONAL MEDICAL CENTER",490075,"1.3","0.2","5.3","0.9","Not Available","Not Available"
"DAVIE MEDICAL CENTER",340187,"7.0","1.0","Not Available","Not Available","Not Available","10.9"
"DAVIESS COMMUNITY HOSPITAL",150061,"4.2","5.5","4.6","Not Available","Not Available","6.2"
"DAVIS COUNTY HOSPITAL",161327,"2.7","Not Available","Not Available","Not Available","Not Available","4.9"
"DAVIS HOSPITAL AND MEDICAL CENTER",460041,"0.5","1.6","5.0","0.6","46.3","8.2"
"DAVIS MEDICAL CENTER",510030,"10.8","0.6","4.1","Not Available","Not Available","5.2"
"DAVIS REGIONAL MEDICAL CENTER",340144,"2.2","2.2","Not Available","Not Available","Not Available","8.8"
"DAY KIMBALL HOSPITAL",70003,"3.6","0.0","4.2","1.0","34.3","10.7"
"DAYTON CHILDREN'S HOSPITAL",363306,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DAYTON GENERAL HOSPITAL",501302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DE QUEEN MEDICAL CENTER, INC",41319,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DEACONESS HOSPITAL INC",150082,"6.8","0.0","4.6","5.6","44.4","4.3"
"DEARBORN COUNTY HOSPITAL",150086,"15.6","6.3","3.7","0.4","Not Available","7.3"
"DEBORAH HEART AND LUNG CENTER",310031,"2.2","0.4","4.9","Not Available","Not Available","Not Available"
"DECATUR COUNTY GENERAL HOSPITAL",440070,"6.2","2.7","Not Available","Not Available","Not Available","9.4"
"DECATUR COUNTY HOSPITAL",161340,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DECATUR COUNTY HOSPITAL",171352,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DECATUR COUNTY MEMORIAL HOSPITAL",151332,"32.5","34.2","4.4","1.0","Not Available","2.9"
"DECATUR MEMORIAL HOSPITAL",140135,"6.4","1.6","5.7","1.5","32.1","14.4"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS",10085,"16.4","10.6","4.9","1.4","43.2","6.6"
"DECKERVILLE COMMUNITY HOSPITAL",231311,"Not Available","Not Available","Not Available","0.0","Not Available","10.4"
