"","Provider.ID","Hospital.name","PAYM_30_AMI","PAYM_30_HF","PAYM_30_PN","PAYM_90_HIP_KNEE"
"1106",131315,"SYRINGA GENERAL HOSPITAL","Not Available","Not Available","$16,497","Not Available"
"1107",131316,"BEAR LAKE MEMORIAL HOSPITAL","Not Available","Not Available","$16,649","$24,161"
"1108",131317,"BENEWAH COMMUNITY HOSPITAL","Not Available","Not Available","$12,552","Not Available"
"1109",131318,"VALOR HEALTH","Not Available","Not Available","$20,019","Not Available"
"1110",131319,"MINIDOKA MEMORIAL HOSPITAL","Not Available","Not Available","$13,112","$19,522"
"1111",131320,"CLEARWATER VALLEY HOSPITAL & CLINICS","Not Available","$17,207","$16,133","Not Available"
"1112",131321,"ST MARY'S HOSPITAL","Not Available","$18,904","$15,251","Not Available"
"1113",131322,"FRANKLIN COUNTY MEDICAL CENTER","Not Available","$13,633","$13,772","$23,571"
"1114",131323,"ST LUKE'S WOOD RIVER MEDICAL CENTER","Not Available","Not Available","$18,377","$20,681"
"1115",131324,"LOST RIVERS MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"1116",131325,"BINGHAM MEMORIAL HOSPITAL","Not Available","$15,063","$13,076","$21,686"
"1117",131326,"CASSIA REGIONAL HOSPITAL","Not Available","$14,437","$15,929","$20,103"
"1118",131327,"GRITMAN MEDICAL CENTER","Not Available","$15,668","$15,563","$19,847"
"1119",131328,"BONNER GENERAL HOSPITAL","Not Available","$16,503","$16,090","$20,961"
"1120",140001,"GRAHAM HOSPITAL ASSOCIATION","Not Available","$14,279","$14,432","$21,168"
"1121",140002,"ALTON MEMORIAL HOSPITAL","$23,002","$14,874","$16,770","$19,807"
"1122",140007,"PRESENCE SAINT JOSEPH MEDICAL CENTER","$25,012","$17,803","$19,174","$24,658"
"1123",140008,"LOYOLA GOTTLIEB MEMORIAL HOSPITAL","$24,055","$16,436","$17,349","$22,894"
"1124",140010,"EVANSTON HOSPITAL","$22,574","$17,217","$16,539","$24,300"
"1125",140011,"HERRIN HOSPITAL","$24,763","$16,662","$16,497","$21,348"
"1126",140012,"KATHERINE SHAW BETHEA HOSPITAL","$23,224","$15,593","$14,625","$22,442"
"1127",140013,"PROCTOR HOSPITAL","$21,176","$15,955","$16,770","$19,937"
"1128",140015,"BLESSING HOSPITAL","$25,846","$15,043","$14,864","$21,977"
"1129",140018,"MT SINAI HOSPITAL MEDICAL CENTER","$23,660","$15,546","$19,298","Not Available"
"1130",140019,"HSHS GOOD SHEPHERD HOSPITAL INC","Not Available","$16,346","$15,644","Not Available"
"1131",140029,"COPLEY MEMORIAL HOSPITAL","$23,428","$15,612","$16,906","$21,769"
"1132",140030,"SHERMAN HOSPITAL","$26,622","$17,340","$17,743","$22,472"
"1133",140032,"ST ANTHONYS MEMORIAL HOSPITAL","$22,136","$14,201","$15,962","$19,880"
"1134",140033,"VISTA MEDICAL CENTER WEST","Not Available","Not Available","Not Available","Not Available"
"1135",140034,"SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","$25,470","$14,793","$16,039","$19,488"
"1136",140040,"GALESBURG COTTAGE HOSPITAL","Not Available","$15,497","$19,036","$21,221"
"1137",140043,"CGH MEDICAL CENTER","$25,230","$15,492","$15,671","$23,130"
"1138",140046,"GOOD SAMARITAN REGIONAL HLTH CENTER","$24,242","$15,200","$16,998","$26,617"
"1139",140048,"ADVOCATE TRINITY HOSPITAL","$23,791","$15,632","$19,415","$26,106"
"1140",140049,"WEST SUBURBAN MEDICAL CENTER","$23,824","$14,943","$18,094","$23,126"
"1141",140052,"OSF SAINT ANTHONY'S HEALTH CENTER","$22,484","$16,615","$16,999","$24,173"
"1142",140053,"ST JOHNS HOSPITAL","$22,360","$17,680","$17,422","$19,668"
"1143",140054,"MACNEAL  HOSPITAL","$23,520","$17,135","$18,263","$24,640"
"1144",140058,"PASSAVANT AREA HOSPITAL","Not Available","$14,612","$15,616","$19,279"
"1145",140059,"JERSEY COMMUNITY HOSPITAL","$22,650","$16,455","$15,829","$22,324"
"1146",140062,"PALOS COMMUNITY HOSPITAL","$23,974","$16,765","$17,141","$23,144"
"1147",140063,"RUSH OAK PARK HOSPITAL","$21,847","$15,163","$16,891","$23,303"
"1148",140064,"ST MARY MEDICAL CENTER","$23,527","$15,272","$17,736","$23,638"
"1149",140065,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL","$22,637","$17,477","$18,303","$24,825"
"1150",140067,"SAINT FRANCIS MEDICAL CENTER","$21,849","$16,155","$19,224","$19,610"
"1151",140068,"ROSELAND COMMUNITY HOSPITAL","Not Available","$14,901","$19,152","Not Available"
"1152",140077,"TOUCHETTE REGIONAL HOSPITAL INC","Not Available","$16,094","$17,089","Not Available"
"1153",140080,"PRESENCE SAINT FRANCIS HOSPITAL","$24,791","$17,034","$19,324","$29,698"
"1154",140082,"LOUIS A WEISS MEMORIAL HOSPITAL","$24,004","$16,547","$20,005","$26,399"
"1155",140083,"LORETTO HOSPITAL","Not Available","$16,439","$20,050","Not Available"
"1156",140084,"VISTA MEDICAL CENTER EAST","$22,635","$16,901","$17,620","$20,868"
"1157",140088,"THE UNIVERSITY OF CHICAGO MEDICAL CENTER","$25,839","$17,481","$19,192","$23,625"
"1158",140089,"MC DONOUGH DISTRICT HOSPITAL","Not Available","$14,065","$15,244","$22,222"
"1159",140091,"THE CARLE FOUNDATION HOSPITAL","$23,113","$16,796","$16,777","$22,289"
"1160",140093,"PRESENCE UNITED SAMARITANS MEDICAL CENTER","$22,623","$15,396","$18,565","$23,430"
"1161",140095,"SAINT ANTHONY HOSPITAL","$23,548","$16,381","$18,276","Not Available"
"1162",140100,"MIDWESTERN REGION MED CENTER","Not Available","Not Available","Not Available","Not Available"
"1163",140101,"MORRIS HOSPITAL & HEALTHCARE CENTERS","$24,207","$18,009","$18,576","$20,135"
"1164",140103,"ST BERNARD HOSPITAL","Not Available","$16,655","$20,895","Not Available"
"1165",140110,"OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","$23,979","$15,357","$15,822","Not Available"
"1166",140113,"PRESENCE COVENANT MEDICAL CENTER","$21,774","$15,596","$17,635","$20,417"
"1167",140114,"SWEDISH COVENANT HOSPITAL","$23,446","$17,790","$17,716","$24,733"
"1168",140115,"THOREK MEMORIAL HOSPITAL","Not Available","$16,099","$20,415","Not Available"
"1169",140116,"CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","$24,554","$17,121","$17,902","$22,372"
"1170",140117,"PRESENCE RESURRECTION MEDICAL CENTER","$27,223","$20,548","$19,336","$26,778"
"1171",140118,"METROSOUTH MEDICAL CENTER","$24,787","$15,354","$18,434","$25,394"
"1172",140119,"RUSH UNIVERSITY MEDICAL CENTER","$21,097","$16,553","$16,043","$20,614"
"1173",140120,"PEKIN MEMORIAL HOSPITAL","$23,185","$15,121","$15,445","$21,237"
"1174",140122,"ADVENTIST HINSDALE HOSPITAL","$21,383","$17,626","$17,961","$23,137"
"1175",140124,"JOHN H STROGER JR HOSPITAL","$24,082","$11,963","$16,444","Not Available"
"1176",140125,"GATEWAY REGIONAL MEDICAL CENTER","$23,804","$16,012","$16,910","$19,907"
"1177",140127,"ADVOCATE BROMENN MEDICAL CENTER","$19,762","$15,481","$17,173","$19,298"
"1178",140130,"NORTHWESTERN LAKE FOREST HOSPITAL","$25,392","$16,824","$16,197","$22,699"
"1179",140133,"HOLY CROSS HOSPITAL","$23,462","$17,369","$20,550","$28,757"
"1180",140135,"DECATUR MEMORIAL HOSPITAL","$22,282","$15,622","$15,589","$20,392"
"1181",140137,"GREENVILLE REGIONAL HOSPITAL","Not Available","$15,749","$16,667","Not Available"
"1182",140143,"ST MARGARETS HOSPITAL","Not Available","$15,849","$15,628","$21,323"
"1183",140145,"ST JOSEPHS HOSPITAL","Not Available","$16,145","$16,384","Not Available"
"1184",140147,"RICHLAND MEMORIAL HOSPITAL","Not Available","$15,676","$16,409","Not Available"
"1185",140148,"MEMORIAL MEDICAL CENTER","$22,621","$16,273","$16,883","$20,444"
"1186",140150,"UNIVERSITY OF ILLINOIS HOSPITAL","$21,440","$15,667","$18,062","$25,549"
"1187",140155,"PRESENCE ST MARYS HOSPITAL","$22,338","$17,605","$15,881","$21,528"
"1188",140158,"MERCY HOSPITAL AND MEDICAL CENTER","$22,035","$14,659","$17,777","$24,682"
"1189",140160,"FHN MEMORIAL HOSPITAL","$23,373","$15,774","$15,585","$20,317"
"1190",140161,"SAINT JAMES HOSPITAL","Not Available","$15,132","$16,750","$22,604"
"1191",140162,"ST JOSEPH MEDICAL CENTER","$21,835","$14,555","$16,044","$20,454"
"1192",140164,"MEMORIAL HOSPITAL OF CARBONDALE","$24,478","$16,603","$16,225","$21,565"
"1193",140166,"ST MARYS HOSPITAL","$21,117","$16,238","$16,693","$20,841"
"1194",140167,"IROQUOIS MEMORIAL HOSPITAL","$23,744","$15,353","$17,039","$22,374"
"1195",140172,"FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS","$22,079","$17,021","$18,107","$26,818"
"1196",140174,"PRESENCE MERCY MEDICAL CENTER","$23,611","$15,985","$17,567","$20,215"
"1197",140176,"CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","$25,157","$17,514","$17,246","$23,902"
"1198",140177,"JACKSON PARK HOSPITAL","Not Available","$16,488","$19,305","Not Available"
"1199",140179,"LITTLE COMPANY OF MARY HOSPITAL","$24,482","$16,496","$18,541","$24,240"
"1200",140180,"PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","$22,764","$15,279","$18,603","$23,902"
"1201",140181,"SOUTH SHORE HOSPITAL","$23,260","$17,647","$18,453","Not Available"
"1202",140182,"ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","$24,453","$17,051","$19,679","$28,200"
"1203",140184,"HEARTLAND REGIONAL MEDICAL CENTER","$23,326","$16,043","$16,233","$22,213"
"1204",140185,"MEMORIAL HOSPITAL","$21,694","$15,582","$18,102","$22,422"
"1205",140186,"RIVERSIDE MEDICAL CENTER","$23,724","$19,388","$17,208","$20,439"
"1206",140187,"ST ELIZABETH HOSPITAL","$24,186","$17,201","$17,695","$22,677"
"1207",140189,"SARAH BUSH LINCOLN HEALTH CENTER","$21,472","$15,217","$16,750","$22,268"
"1208",140191,"INGALLS MEMORIAL HOSPITAL","$21,077","$15,979","$16,616","$22,420"
"1209",140197,"METHODIST HOSPITAL OF CHICAGO","Not Available","$16,399","$17,543","Not Available"
"1210",140200,"ELMHURST MEMORIAL HOSPITAL","$25,400","$17,309","$17,884","$24,159"
"1211",140202,"ADVOCATE CONDELL MEDICAL CENTER","$22,134","$18,094","$17,587","$24,573"
"1212",140206,"NORWEGIAN-AMERICAN HOSPITAL","$22,382","$15,444","$19,703","Not Available"
"1213",140208,"ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","$26,363","$18,283","$17,668","$25,018"
"1214",140209,"METHODIST MEDICAL CENTER OF ILLINOIS","$21,751","$15,491","$17,528","$20,300"
"1215",140210,"HARRISBURG MEDICAL CENTER","Not Available","$15,082","$14,482","Not Available"
"1216",140211,"DELNOR COMMUNITY HOSPITAL","$23,380","$16,913","$16,025","$19,937"
"1217",140213,"SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","$25,512","$16,397","$16,853","$23,650"
"1218",140217,"PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","$28,828","$17,527","$19,936","$23,016"
"1219",140223,"ADVOCATE LUTHERAN GENERAL HOSPITAL","$24,662","$17,284","$18,900","$24,645"
"1220",140224,"PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","$25,346","$16,367","$17,843","$24,700"
"1221",140228,"SWEDISH AMERICAN HOSPITAL","$21,952","$14,921","$15,605","$20,881"
"1222",140231,"EDWARD HOSPITAL","$25,517","$17,054","$17,342","$23,587"
"1223",140233,"SAINT ANTHONY MEDICAL CENTER","$24,333","$15,937","$17,743","$22,214"
"1224",140234,"ILLINOIS VALLEY COMMUNITY HOSPITAL","$22,043","$14,566","$16,606","$19,119"
"1225",140239,"ROCKFORD MEMORIAL HOSPITAL","$26,735","$15,319","$17,937","$21,716"
"1226",140240,"WESTLAKE COMMUNITY HOSPITAL","$23,457","$17,949","$19,655","Not Available"
"1227",140242,"CENTRAL DUPAGE HOSPITAL","$24,999","$16,257","$18,317","$22,725"
"1228",140250,"ADVOCATE SOUTH SUBURBAN HOSPITAL","$25,594","$17,904","$18,056","$20,634"
"1229",140251,"COMMUNITY FIRST MEDICAL CENTER","$23,445","$18,376","$20,236","$25,703"
"1230",140252,"NORTHWEST COMMUNITY HOSPITAL 1","$22,665","$17,014","$18,650","$24,803"
"1231",140258,"ALEXIAN BROTHERS MEDICAL CENTER 1","$25,509","$17,865","$18,466","$26,258"
"1232",140275,"GENESIS HEALTH SYSTEM","$23,149","$16,586","$16,658","$20,545"
"1233",140276,"LOYOLA UNIVERSITY MEDICAL CENTER","$25,440","$17,475","$17,547","$25,246"
"1234",140280,"TRINITY ROCK ISLAND","$21,624","$15,546","$17,464","$19,116"
"1235",140281,"NORTHWESTERN MEMORIAL HOSPITAL","$21,703","$15,128","$16,640","$22,754"
"1236",140286,"KISHWAUKEE COMMUNITY HOSPITAL","$23,320","$16,851","$16,945","$18,630"
"1237",140288,"ADVOCATE GOOD SAMARITAN HOSPITAL","$25,897","$18,224","$18,175","$24,483"
"1238",140289,"ANDERSON HOSPITAL","$23,100","$16,126","$15,699","$19,190"
"1239",140290,"ST ALEXIUS MEDICAL CENTER","$24,252","$18,097","$19,824","$26,596"
"1240",140291,"ADVOCATE GOOD SHEPHERD HOSPITAL","$25,814","$18,002","$17,649","$22,574"
"1241",140292,"ADVENTIST GLENOAKS","$24,517","$17,674","$18,819","$27,743"
"1242",140294,"CROSSROADS COMMUNITY HOSPITAL","Not Available","$12,859","$13,695","$21,201"
"1243",140300,"PROVIDENT HOSPITAL OF CHICAGO","Not Available","Not Available","Not Available","Not Available"
"1244",140304,"ADVENTIST BOLINGBROOK HOSPITAL","$22,259","$16,617","$17,749","$29,754"
"1245",140307,"METRO-EAST SERVICES INC","Not Available","Not Available","Not Available","Not Available"
"1246",141300,"THOMAS H BOYD MEMORIAL HOSPITAL","Not Available","Not Available","$19,925","Not Available"
"1247",141301,"KIRBY MEDICAL CENTER","Not Available","Not Available","$22,163","Not Available"
"1248",141302,"MIDWEST MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"1249",141303,"WARNER HOSPITAL AND HEALTH SERVICES","Not Available","$15,997","$16,241","Not Available"
"1250",141304,"GENESIS MEDICAL CENTER, ALEDO","Not Available","Not Available","$16,929","Not Available"
"1251",141305,"MEMORIAL HOSPITAL","Not Available","$15,809","$18,667","Not Available"
"1252",141306,"COMMUNITY MEMORIAL HOSPITAL","Not Available","Not Available","$15,923","Not Available"
"1253",141307,"PINCKNEYVILLE COMMUNITY HOSPITAL","Not Available","$16,305","$19,397","Not Available"
"1254",141308,"WASHINGTON COUNTY HOSPITAL*","Not Available","Not Available","Not Available","Not Available"
"1255",141309,"ADVOCATE EUREKA  HOSPITAL","Not Available","$15,203","$15,150","Not Available"
"1256",141310,"OSF SAINT PAUL MEDICAL CENTER","Not Available","$17,316","$17,561","$29,432"
"1257",141311,"FAIRFIELD MEMORIAL HOSPITAL 1","Not Available","$15,636","$15,236","Not Available"
"1258",141312,"ROCHELLE COMMUNITY HOSPITAL","Not Available","$14,697","$16,551","$23,830"
"1259",141313,"MASON DISTRICT HOSPITAL","Not Available","$17,199","$19,428","Not Available"
"1260",141315,"ILLINI COMMUNITY HOSPITAL","Not Available","$16,772","$15,575","Not Available"
"1261",141316,"HOOPESTON COMMUNITY MEMORIAL HOSPITAL","Not Available","$16,815","$16,218","Not Available"
"1262",141317,"GIBSON COMMUNITY HOSPITAL","Not Available","Not Available","$14,893","$21,042"
"1263",141318,"OSF HOLY FAMILY MEDICAL CENTER","Not Available","$15,943","$15,806","Not Available"
"1264",141319,"HAMMOND HENRY HOSPITAL","Not Available","$16,229","$13,915","$22,098"
"1265",141320,"PARIS COMMUNITY HOSPITAL","Not Available","$15,625","$14,722","$22,095"
"1266",141321,"FRANKLIN HOSPITAL","Not Available","$16,410","$14,993","Not Available"
"1267",141322,"ABRAHAM LINCOLN MEMORIAL HOSPITAL","Not Available","$16,434","$16,927","$19,408"
"1268",141323,"MASSAC MEMORIAL HOSPITAL","Not Available","$14,155","$15,251","Not Available"
"1269",141324,"FERRELL HOSPITAL COMMUNITY FOUNDATIONS","Not Available","$14,454","$13,715","Not Available"
"1270",141325,"OSF SAINT LUKES MEDICAL CENTER","Not Available","$15,677","$15,241","Not Available"
"1271",141326,"HAMILTON MEMORIAL HOSPITAL DISTRICT","Not Available","$14,230","$16,458","Not Available"
"1272",141327,"WABASH GENERAL HOSPITAL 1","Not Available","$15,399","$16,749","$16,253"
"1273",141328,"HARDIN COUNTY GENERAL HOSPITAL","Not Available","$15,207","$15,288","Not Available"
"1274",141329,"MORRISON COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"1275",141330,"HOPEDALE HOSPITAL","Not Available","Not Available","$18,827","Not Available"
"1276",141331,"MARSHALL BROWNING HOSPITAL","Not Available","$17,430","$17,706","Not Available"
"1277",141332,"HILLSBORO AREA HOSPITAL","Not Available","$18,471","$16,173","Not Available"
"1278",141333,"SARAH D CULBERTSON MEMORIAL HOSPITAL","Not Available","$17,553","$18,814","Not Available"
"1279",141334,"ST JOSEPH MEMORIAL HOSPITAL","Not Available","$15,901","$15,752","Not Available"
"1280",141335,"MERCY HARVARD HOSPITAL","Not Available","Not Available","$16,399","Not Available"
"1281",141336,"ST JOSEPH'S HOSPITAL","Not Available","$18,153","$17,683","$23,595"
"1282",141337,"PERRY MEMORIAL HOSPITAL","Not Available","$15,797","$16,434","Not Available"
"1283",141338,"MEMORIAL HOSPITAL","Not Available","$17,037","$13,902","$20,745"
"1284",141339,"TAYLORVILLE MEMORIAL HOSPITAL","Not Available","$17,699","$15,492","Not Available"
"1285",141340,"VALLEY WEST COMMUNITY HOSPITAL","Not Available","$14,880","$18,507","Not Available"
"1286",141341,"PANA COMMUNITY HOSPITAL","Not Available","$16,054","$15,403","Not Available"
"1287",141342,"UNION COUNTY HOSPITAL","Not Available","$15,983","$15,924","Not Available"
"1288",141343,"CRAWFORD MEMORIAL HOSPITAL","Not Available","$15,520","$15,938","$19,356"
"1289",141344,"LAWRENCE COUNTY MEMORIAL HOSPITAL","Not Available","$15,213","$17,752","Not Available"
"1290",141345,"SALEM TOWNSHIP HOSPITAL","Not Available","$15,628","$14,095","Not Available"
"1291",141346,"FAYETTE COUNTY HOSPITAL","Not Available","$16,415","$16,873","Not Available"
"1292",141347,"CARLINVILLE AREA HOSPITAL","Not Available","$18,555","$18,854","Not Available"
"1293",141348,"RED BUD REGIONAL HOSPITAL","Not Available","$18,166","$18,222","Not Available"
"1294",141349,"SPARTA COMMUNITY HOSPITAL","Not Available","$16,829","$17,209","Not Available"
"1295",141350,"ST FRANCIS HOSPITAL","Not Available","$15,375","$15,737","$20,778"
"1296",141351,"CLAY COUNTY HOSPITAL","Not Available","$16,357","$14,919","Not Available"
"1297",143300,"ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO","Not Available","Not Available","Not Available","Not Available"
"1298",143301,"LARABIDA CHILDRENS HOSPITAL I","Not Available","Not Available","Not Available","Not Available"
"1299",143302,"SHRINERS HOSPITAL FOR CHILDREN","Not Available","Not Available","Not Available","Not Available"
"1300",150001,"JOHNSON MEMORIAL HOSPITAL","Not Available","$16,786","$17,346","$26,533"
"1301",150002,"METHODIST HOSPITALS INC","$23,787","$16,945","$17,887","$23,433"
"1302",150004,"FRANCISCAN HEALTH HAMMOND","$24,663","$17,777","$20,146","Not Available"
"1303",150005,"HENDRICKS REGIONAL HEALTH","$22,098","$15,968","$18,091","$20,917"
"1304",150006,"LA PORTE HOSPITAL","$22,742","$15,627","$17,233","$20,791"
"1305",150007,"COMMUNITY HOWARD REGIONAL HEALTH INC","$25,694","$17,775","$19,147","$21,382"
"1306",150008,"ST CATHERINE HOSPITAL INC","$26,694","$19,708","$21,736","$24,413"
"1307",150009,"CLARK MEMORIAL HOSPITAL","$23,868","$16,552","$18,424","$22,168"
"1308",150010,"ST VINCENT KOKOMO","$24,137","$17,132","$18,053","$24,187"
"1309",150011,"MARION GENERAL HOSPITAL","$23,138","$16,022","$15,701","$22,585"
"1310",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","$21,142","$15,564","$17,235","$18,523"
"1311",150015,"FRANCISCAN HEALTH MICHIGAN CITY","$22,427","$16,850","$17,262","$21,091"
"1312",150017,"LUTHERAN HOSPITAL OF INDIANA","$21,261","$17,196","$16,413","$23,048"
"1313",150018,"ELKHART GENERAL HOSPITAL","$23,403","$15,155","$17,254","$19,239"
"1314",150021,"PARKVIEW REGIONAL MEDICAL CENTER","$20,490","$14,443","$15,893","$23,389"
"1315",150022,"FRANCISCAN HEALTH CRAWFORDSVILLE","Not Available","$15,438","$16,581","$23,655"
"1316",150023,"UNION HOSPITAL INC","$21,697","$17,389","$16,868","$22,411"
"1317",150024,"ESKENAZI HEALTH","$19,738","$15,723","$18,229","$28,856"
"1318",150026,"GOSHEN GENERAL HOSPITAL","$22,781","$16,865","$16,866","$22,413"
"1319",150030,"HENRY COUNTY MEMORIAL HOSPITAL","Not Available","$15,758","$16,931","$22,387"
"1320",150034,"ST MARY MEDICAL CENTER INC","$24,144","$17,911","$17,414","$19,069"
"1321",150035,"PORTER REGIONAL HOSPITAL","$23,327","$17,777","$17,529","$19,217"
