Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","Jefferson","55.27","78.52","86.68","76.15","73.50","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","82.78","80.89","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","63.33","55.80","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","49.36","43.44","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.13","61.99","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.84","62.15","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.46","86.56","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","68.04","62.16","0 out of 10","0 out of 9","0 out of 10","4","13"
"170049","OLATHE MEDICAL CENTER","20333 WEST 151ST STREET","OLATHE","KS","66061","Johnson","55.27","78.52","86.68","78.57","77.27","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.40","80.80","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","67.68","66.20","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","55.25","53.55","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","65.47","63.26","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.38","60.91","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","90.47","90.08","7 out of 10","0 out of 9","7 out of 10","37.67","70.23","84.58","73.40","73.09","2 out of 10","0 out of 9","2 out of 10","13","16"
"270017","ST JAMES HEALTHCARE","400 S CLARK ST","BUTTE","MT","59701","Silver Bow","55.27","78.52","86.68","80.51","79.25","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","82.15","80.24","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.98","70.80","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","49.09","53.65","2 out of 10","3 out of 9","3 out of 10","43.43","63.37","73.66","65.38","65.78","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","62.47","61.50","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.41","89.07","5 out of 10","3 out of 9","5 out of 10","37.67","70.23","84.58","62.22","64.59","0 out of 10","1 out of 9","1 out of 10","17","16"
"450211","CHI ST LUKES HEALTH MEMORIAL LUFKIN","1201 WEST FRANK STREET","LUFKIN","TX","75901","Angelina","55.27","78.52","86.68","78.18","79.21","1 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","80.24","81.00","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","64.47","68.94","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","48.82","49.55","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.80","62.57","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","65.62","69.37","3 out of 10","2 out of 9","3 out of 10","62.25","86.60","91.63","85.02","85.91","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","68.36","74.25","3 out of 10","3 out of 9","3 out of 10","13","18"
"490023","FAUQUIER HOSPITAL","500 HOSPITAL DRIVE","WARRENTON","VA","20186","Fauquier","55.27","78.52","86.68","77.91","75.57","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.46","77.59","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","63.77","61.21","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","52.14","50.71","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.94","60.71","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.87","62.57","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.70","87.75","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","71.74","69.57","0 out of 10","0 out of 9","0 out of 10","3","17"
"270023","COMMUNITY MEDICAL CENTER","2827 FORT MISSOULA RD","MISSOULA","MT","59804","Missoula","55.27","78.52","86.68","77.78","72.17","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","82.57","80.03","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","68.43","57.62","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","53.12","48.62","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.99","58.97","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","67.05","61.88","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.52","87.90","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","73.35","66.30","0 out of 10","0 out of 9","0 out of 10","3","14"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","Elmore","55.27","78.52","86.68","83.40","88.71","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","90.01","91.99","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","77.68","83.37","10 out of 10","9 out of 9","10 out of 10","25.21","51.45","62.44","56.95","50.83","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","74.70","77.28","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","74.43","73.66","6 out of 10","0 out of 9","6 out of 10","62.25","86.60","91.63","84.60","84.94","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","70.29","79.87","7 out of 10","6 out of 9","7 out of 10","53","18"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","CONYERS","GA","30012","Rockdale","55.27","78.52","86.68","71.28","72.44","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","77.99","77.93","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","54.00","54.33","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","45.67","46.91","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","54.93","60.92","0 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","62.56","63.07","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","81.98","82.77","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","64.23","65.03","0 out of 10","0 out of 9","0 out of 10","3","11"
"390116","SUBURBAN COMMUNITY HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","PA","19401","Montgomery","55.27","78.52","86.68","72.55","75.23","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","74.42","76.20","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","54.92","56.98","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","45.25","46.22","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","58.51","59.70","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.74","62.40","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","84.80","81.99","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","60.46","59.56","0 out of 10","0 out of 9","0 out of 10","3","13"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","WELCH","WV","24801","McDowell","55.27","78.52","86.68","86.51","89.73","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","83.17","87.66","9 out of 10","8 out of 9","9 out of 10","38.40","65.08","80.35","79.94","79.38","9 out of 10","0 out of 9","9 out of 10","25.21","51.45","62.44","52.71","64.64","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","72.64","76.25","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","75.67","74.83","7 out of 10","0 out of 9","7 out of 10","62.25","86.60","91.63","85.60","90.20","7 out of 10","7 out of 9","7 out of 10","37.67","70.23","84.58","71.55","82.48","8 out of 10","8 out of 9","8 out of 10","70","20"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","MAGEE","MS","39111","Simpson","55.27","78.52","86.68","85.64","83.64","6 out of 10","0 out of 9","6 out of 10","57.39","80.44","88.51","93.90","94.95","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","71.57","85.79","10 out of 10","9 out of 9","10 out of 10","25.21","51.45","62.44","54.01","46.37","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","72.61","78.05","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","74.02","76.65","8 out of 10","5 out of 9","8 out of 10","62.25","86.60","91.63","83.05","89.09","5 out of 10","7 out of 9","7 out of 10","37.67","70.23","84.58","66.75","78.91","6 out of 10","6 out of 9","6 out of 10","57","16"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","Nassau","55.27","78.52","86.68","57.92","65.18","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","67.43","71.70","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","38.40","48.18","0 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","34.60","29.43","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","45.73","49.86","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","48.18","52.32","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","72.54","74.67","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","42.46","50.93","0 out of 10","2 out of 9","2 out of 10","11","3"
"380017","LEGACY GOOD SAMARITAN MEDICAL CENTER","1015 NW 22ND AVENUE, W121","PORTLAND","OR","97210","Multnomah","55.27","78.52","86.68","78.37","79.19","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","78.77","79.56","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.69","66.56","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","56.19","59.34","7 out of 10","5 out of 9","7 out of 10","43.43","63.37","73.66","63.52","70.20","6 out of 10","6 out of 9","6 out of 10","40.05","65.60","79.00","67.34","67.89","2 out of 10","0 out of 9","2 out of 10","62.25","86.60","91.63","89.56","89.38","5 out of 10","0 out of 9","5 out of 10","37.67","70.23","84.58","75.25","75.92","4 out of 10","0 out of 9","4 out of 10","26","19"
"060011","DENVER HEALTH MEDICAL CENTER","777 BANNOCK ST","DENVER","CO","80204","Denver","55.27","78.52","86.68","73.12","71.95","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","77.80","75.91","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","57.42","53.50","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","44.61","41.69","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.10","61.96","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","63.77","63.70","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.89","84.29","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","68.71","66.22","0 out of 10","0 out of 9","0 out of 10","0","11"
"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","IRVING","TX","75061","Dallas","55.27","78.52","86.68","80.16","80.28","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","79.70","79.73","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.12","65.31","1 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","56.04","54.55","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","69.91","65.80","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","65.83","69.50","3 out of 10","2 out of 9","3 out of 10","62.25","86.60","91.63","84.34","86.38","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","73.72","75.21","4 out of 10","1 out of 9","4 out of 10","19","19"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","LIHUE","HI","96766","Kauai","55.27","78.52","86.68","83.24","82.52","5 out of 10","0 out of 9","5 out of 10","57.39","80.44","88.51","85.01","87.05","8 out of 10","5 out of 9","8 out of 10","38.40","65.08","80.35","71.77","69.63","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","56.12","57.54","5 out of 10","2 out of 9","5 out of 10","43.43","63.37","73.66","67.36","68.10","5 out of 10","1 out of 9","5 out of 10","40.05","65.60","79.00","72.03","73.53","6 out of 10","2 out of 9","6 out of 10","62.25","86.60","91.63","87.53","89.32","5 out of 10","4 out of 9","5 out of 10","37.67","70.23","84.58","76.67","75.18","4 out of 10","0 out of 9","4 out of 10","41","20"
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1910 SOUTH AVE","LA CROSSE","WI","54601","La Crosse","55.27","78.52","86.68","80.71","85.09","8 out of 10","7 out of 9","8 out of 10","57.39","80.44","88.51","82.27","84.34","5 out of 10","3 out of 9","5 out of 10","38.40","65.08","80.35","66.23","72.92","5 out of 10","4 out of 9","5 out of 10","25.21","51.45","62.44","54.10","58.42","6 out of 10","5 out of 9","6 out of 10","43.43","63.37","73.66","65.71","68.70","5 out of 10","3 out of 9","5 out of 10","40.05","65.60","79.00","70.56","70.85","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","89.49","91.74","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","79.27","84.32","9 out of 10","9 out of 9","9 out of 10","52","20"
"100032","BAYFRONT HEALTH - ST PETERSBURG","701 6TH ST S","SAINT PETERSBURG","FL","33701","Pinellas","55.27","78.52","86.68","72.44","71.55","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","75.99","76.77","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","53.21","56.67","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","44.52","45.06","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","54.77","53.35","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","62.53","60.46","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.63","84.76","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","64.25","62.77","0 out of 10","0 out of 9","0 out of 10","1","9"
"670043","CEDAR PARK REGIONAL MEDICAL CENTER","1401 MEDICAL PARKWAY","CEDAR PARK","TX","78613","Williamson","55.27","78.52","86.68","70.78","74.30","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","75.17","77.61","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","58.76","61.25","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","49.20","52.27","1 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","55.93","61.59","0 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","60.98","65.55","0 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","83.95","84.96","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","62.78","70.23","1 out of 10","3 out of 9","3 out of 10","15","16"
"370210","OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300","TULSA","OK","74137","Tulsa","55.27","78.52","86.68","86.53","84.51","7 out of 10","0 out of 9","7 out of 10","57.39","80.44","88.51","86.38","86.17","7 out of 10","0 out of 9","7 out of 10","38.40","65.08","80.35","74.15","77.62","8 out of 10","5 out of 9","8 out of 10","25.21","51.45","62.44","59.40","57.56","6 out of 10","0 out of 9","6 out of 10","43.43","63.37","73.66","70.73","69.54","6 out of 10","0 out of 9","6 out of 10","40.05","65.60","79.00","84.50","84.10","10 out of 10","0 out of 9","10 out of 10","62.25","86.60","91.63","88.33","89.07","5 out of 10","2 out of 9","5 out of 10","37.67","70.23","84.58","85.70","86.88","10 out of 10","9 out of 9","10 out of 10","59","20"
"380033","SACRED HEART UNIVERSITY DISTRICT","1255 HILYARD STREET","EUGENE","OR","97401","Lane","55.27","78.52","86.68","65.18","70.84","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","70.93","73.59","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","49.84","60.13","0 out of 10","3 out of 9","3 out of 10","25.21","51.45","62.44","41.65","46.82","0 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","53.40","52.78","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","55.06","59.17","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","78.30","89.24","5 out of 10","8 out of 9","8 out of 10","37.67","70.23","84.58","59.47","58.42","0 out of 10","0 out of 9","0 out of 10","17","9"
"030087","SCOTTSDALE SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ","85260","Maricopa","55.27","78.52","86.68","78.12","77.70","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.70","79.18","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.65","63.61","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","53.81","50.60","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.12","61.24","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","62.10","62.46","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.00","86.90","1 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","76.17","76.65","5 out of 10","0 out of 9","5 out of 10","7","17"
"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","CONWAY","SC","29526","Horry","55.27","78.52","86.68","80.14","77.61","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.57","78.42","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.88","63.73","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.17","49.46","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.71","58.52","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","72.59","66.35","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","81.15","86.81","1 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","72.58","67.25","0 out of 10","0 out of 9","0 out of 10","6","15"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BLVD","LAWTON","OK","73505","Comanche","55.27","78.52","86.68","81.72","76.47","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","83.36","80.01","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","72.76","63.53","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","53.64","50.77","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","67.25","57.53","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","71.76","66.89","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","84.54","83.95","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","73.77","67.58","0 out of 10","0 out of 9","0 out of 10","1","14"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","Beaufort","55.27","78.52","86.68","81.48","82.77","5 out of 10","2 out of 9","5 out of 10","57.39","80.44","88.51","86.44","85.82","6 out of 10","0 out of 9","6 out of 10","38.40","65.08","80.35","72.66","72.18","5 out of 10","0 out of 9","5 out of 10","25.21","51.45","62.44","53.55","49.81","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","69.08","68.74","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","68.27","68.70","3 out of 10","0 out of 9","3 out of 10","62.25","86.60","91.63","89.60","88.65","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","72.69","73.04","2 out of 10","0 out of 9","2 out of 10","30","18"
"050075","KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","275 W MACARTHUR BOULEVARD","OAKLAND","CA","94611","Alameda","55.27","78.52","86.68","69.22","72.28","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","79.22","79.56","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","58.70","59.22","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","48.83","49.11","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","56.95","58.13","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","57.44","59.48","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.33","86.00","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","66.37","72.77","2 out of 10","3 out of 9","3 out of 10","5","14"
"130065","MOUNTAIN VIEW HOSPITAL","2325 CORONADO STREET","IDAHO FALLS","ID","83404","Bonneville","55.27","78.52","86.68","77.24","80.20","2 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","81.96","80.84","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","66.03","68.65","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","52.58","51.90","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","62.17","69.00","5 out of 10","5 out of 9","5 out of 10","40.05","65.60","79.00","63.35","70.77","4 out of 10","4 out of 9","4 out of 10","62.25","86.60","91.63","86.45","88.95","5 out of 10","4 out of 9","5 out of 10","37.67","70.23","84.58","75.07","77.05","5 out of 10","2 out of 9","5 out of 10","27","20"
"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE","WINDBER","PA","15963","Somerset","55.27","78.52","86.68","82.01","82.69","5 out of 10","1 out of 9","5 out of 10","57.39","80.44","88.51","87.46","88.23","9 out of 10","7 out of 9","9 out of 10","38.40","65.08","80.35","73.89","71.96","5 out of 10","0 out of 9","5 out of 10","25.21","51.45","62.44","58.04","56.06","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","62.95","63.67","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","68.05","67.84","2 out of 10","0 out of 9","2 out of 10","62.25","86.60","91.63","87.17","87.31","2 out of 10","0 out of 9","2 out of 10","37.67","70.23","84.58","74.94","74.90","3 out of 10","0 out of 9","3 out of 10","31","20"
