"HOSPITAL_NAME","PROVIDER_ID","STATE","FISCAL_YEAR","DOMAIN_1_SCORE","DOMAIN_1_FOOTNOTE","DOMAIN_1_START_DATE","DOMAIN_1_END_DATE","PSI_90_W_Z_SCORE","PSI_90_FOOTNOTE","DOMAIN_2_SCORE","DOMAIN_2_FOOTNOTE","CLABSI_W_Z_SCORE","CLABSI_FOOTNOTE","CAUTI_W_Z_SCORE","CAUTI_FOOTNOTE","SSI_W_Z_SCORE","SSI_FOOTNOTE","MRSA_W_Z_SCORE","MRSA_FOOTNOTE","CDI_W_Z_SCORE","CDI_FOOTNOTE","DOMAIN_2_START_DATE","DOMAIN_2_END_DATE","TOTAL_HAC_SCORE","TOTAL_HAC_FOOTNOTE","PAYMENT_REDUCTION","PAYMENT_REDUCTION_FOOTNOTE"
"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","150076","IN","2018","0.7258","","07/01/2014","09/30/2015","0.7258","","0.3517","","Not Available","5","-0.4095","","2.1044","","Not Available","5","-0.6398","","01/01/2015","12/31/2016","0.4078","","Yes",""
"DEACONESS HOSPITAL INC","150082","IN","2018","0.5401","","07/01/2014","09/30/2015","0.5401","","0.4731","","-0.4404","","-0.3226","","1.1715","","1.1230","","0.8338","","01/01/2015","12/31/2016","0.4831","","Yes",""
"ST. VINCENT HOSPITALS AND HEALTH SERVICES","150084","IN","2018","0.5573","","07/01/2014","09/30/2015","0.5573","","0.0212","","0.1177","","-0.1221","","-0.0093","","-0.0373","","0.1570","","01/01/2015","12/31/2016","0.1016","","No",""
"DEARBORN COUNTY HOSPITAL","150086","IN","2018","-0.4546","","07/01/2014","09/30/2015","-0.4546","","-0.1319","","0.4864","","-0.1639","","-1.4872","","-1.4551","","1.9601","","01/01/2015","12/31/2016","-0.1803","","No",""
"ST. VINCENT ANDERSON REGIONAL HOSPITAL","150088","IN","2018","1.2182","","07/01/2014","09/30/2015","1.2182","","-0.2080","","0.1600","","-1.2765","","-0.8041","","0.3226","","0.5580","","01/01/2015","12/31/2016","0.0059","","No",""
"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","150089","IN","2018","0.1612","","07/01/2014","09/30/2015","0.1612","","0.0427","","-0.4658","","0.1886","","0.6283","","-0.0978","","-0.0396","","01/01/2015","12/31/2016","0.0605","","No",""
"FRANCISCAN ST MARGARET HEALTH - DYER","150090","IN","2018","-0.2623","","07/01/2014","09/30/2015","-0.2623","","0.1979","","1.1190","","-0.1271","","0.5130","","0.1194","","-0.6347","","01/01/2015","12/31/2016","0.1289","","No",""
"PARKVIEW HUNTINGTON HOSPITAL","150091","IN","2018","-0.1429","","07/01/2014","09/30/2015","-0.1429","","-1.2988","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.2988","","01/01/2015","12/31/2016","-1.1254","","No",""
"MAJOR HOSPITAL","150097","IN","2018","0.0687","","07/01/2014","09/30/2015","0.0687","","-0.7090","","-1.5110","","-1.5254","","-0.4443","","Not Available","5","0.6448","","01/01/2015","12/31/2016","-0.5923","","No",""
"ST. MARY'S HEALTH, INC.","150100","IN","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.1453","","0.0281","","0.2487","","1.1628","","-0.6965","","-0.0167","","01/01/2015","12/31/2016","0.4725","","Yes",""
"PARKVIEW WHITLEY HOSPITAL","150101","IN","2018","-0.0989","","07/01/2014","09/30/2015","-0.0989","","-0.8441","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.8441","","01/01/2015","12/31/2016","-0.7324","","No",""
"INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","150102","IN","2018","-0.1447","","07/01/2014","09/30/2015","-0.1447","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6444","","Yes",""
"WITHAM HEALTH SERVICES","150104","IN","2018","0.1667","","07/01/2014","09/30/2015","0.1667","","-0.7701","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.7701","","01/01/2015","12/31/2016","-0.6296","","No",""
"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","150109","IN","2018","-0.7194","","07/01/2014","09/30/2015","-0.7194","","0.0791","","0.3697","","0.7716","","-1.1815","","0.2047","","0.2311","","01/01/2015","12/31/2016","-0.0406","","No",""
"COLUMBUS REGIONAL HOSPITAL","150112","IN","2018","-0.5665","","07/01/2014","09/30/2015","-0.5665","","0.2624","","-0.3542","","-0.4312","","0.6824","","2.0242","","-0.6092","","01/01/2015","12/31/2016","0.1381","","No",""
"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","150113","IN","2018","1.3590","","07/01/2014","09/30/2015","1.3590","","0.1007","","-0.7026","","0.2354","","-0.7605","","1.2549","","0.4763","","01/01/2015","12/31/2016","0.2894","","No",""
"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","150115","IN","2018","-1.4421","","07/01/2014","09/30/2015","-1.4421","","-0.1966","","Not Available","5","-0.2257","","0.4693","","-1.4551","","0.4252","","01/01/2015","12/31/2016","-0.3834","","No",""
"COMMUNITY HOSPITAL","150125","IN","2018","0.9399","","07/01/2014","09/30/2015","0.9399","","-0.1256","","0.4678","","-0.0620","","-0.3028","","-1.0362","","0.3051","","01/01/2015","12/31/2016","0.0342","","No",""
"FRANCISCAN HEALTH CROWN POINT","150126","IN","2018","0.1931","","07/01/2014","09/30/2015","0.1931","","0.0447","","0.4898","","-0.1973","","-0.6976","","0.5584","","0.0702","","01/01/2015","12/31/2016","0.0670","","No",""
"COMMUNITY HOSPITAL SOUTH, INC.","150128","IN","2018","0.2672","","07/01/2014","09/30/2015","0.2672","","0.2504","","-0.3542","","-0.4195","","1.6607","","-1.0207","","1.3855","","01/01/2015","12/31/2016","0.2529","","No",""
"KOSCIUSKO COMMUNITY HOSPITAL","150133","IN","2018","-0.5396","","07/01/2014","09/30/2015","-0.5396","","-1.2940","","Not Available","5","-1.5254","","-0.6749","","Not Available","5","-1.6818","","01/01/2015","12/31/2016","-1.1809","","No",""
"PARKVIEW NOBLE HOSPITAL","150146","IN","2018","-0.1920","","07/01/2014","09/30/2015","-0.1920","","-0.8186","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.8186","","01/01/2015","12/31/2016","-0.7246","","No",""
"WOMEN'S HOSPITAL THE","150149","IN","2018","-0.2406","","07/01/2014","09/30/2015","-0.2406","","-1.0277","","-0.3508","","Not Available","5","-0.3447","","-1.4551","","-1.9602","","01/01/2015","12/31/2016","-0.9096","","No",""
"DUPONT HOSPITAL LLC","150150","IN","2018","-0.0920","","07/01/2014","09/30/2015","-0.0920","","-0.2172","","2.1692","","-0.4061","","-0.6854","","-1.4551","","-0.7088","","01/01/2015","12/31/2016","-0.1984","","No",""
"ST VINCENT HEART CENTER OF INDIANA LLC","150153","IN","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.1421","","-0.3745","","1.1692","","Not Available","5","0.0915","","-1.4545","","01/01/2015","12/31/2016","-0.3776","","No",""
"ST. VINCENT CARMEL HOSPITAL, INC.","150157","IN","2018","0.5000","","07/01/2014","09/30/2015","0.5000","","-0.6678","","-1.5110","","1.1475","","-0.7220","","-1.4551","","-0.7982","","01/01/2015","12/31/2016","-0.4926","","No",""
"IU HEALTH WEST HOSPITAL","150158","IN","2018","0.1803","","07/01/2014","09/30/2015","0.1803","","0.7069","","-0.0041","","0.9219","","-0.1438","","2.2228","","0.5376","","01/01/2015","12/31/2016","0.6279","","Yes",""
"INDIANA ORTHOPAEDIC HOSPITAL, LLC","150160","IN","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","Not Available","4","No",""
"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","150161","IN","2018","-1.1147","","07/01/2014","09/30/2015","-1.1147","","1.2029","","0.1312","","1.7138","","2.1044","","1.8086","","0.2566","","01/01/2015","12/31/2016","0.8553","","Yes",""
"FRANCISCAN HEALTH INDIANAPOLIS","150162","IN","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.4947","","0.9650","","0.2838","","-0.7308","","0.5956","","1.3599","","01/01/2015","12/31/2016","0.7695","","Yes",""
"FRANCISCAN HEALTHCARE - MUNSTER","150165","IN","2018","-0.9037","","07/01/2014","09/30/2015","-0.9037","","-0.6776","","-1.5110","","-0.1221","","-1.4872","","Not Available","5","0.4099","","01/01/2015","12/31/2016","-0.7115","","No",""
"PINNACLE HOSPITAL","150166","IN","2018","-0.5360","","07/01/2014","09/30/2015","-0.5360","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.5857","","Yes",""
"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","150167","IN","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.8263","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.8263","","01/01/2015","12/31/2016","-0.9591","","No",""
"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","150168","IN","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","2.0360","","2.1946","18","2.1498","18","Not Available","5","Not Available","5","1.7635","","01/01/2015","12/31/2016","1.4738","","Yes",""
"COMMUNITY HOSPITAL NORTH","150169","IN","2018","0.2634","","07/01/2014","09/30/2015","0.2634","","0.6696","","0.6860","","0.4575","","1.8353","","0.3040","","0.0651","","01/01/2015","12/31/2016","0.6087","","Yes",""
"PHYSICIANS' MEDICAL CENTER LLC","150172","IN","2018","-0.6641","","07/01/2014","09/30/2015","-0.6641","","-1.4872","","Not Available","5","Not Available","5","-1.4872","","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-1.3637","","No",""
"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","150173","IN","2018","-0.2235","","07/01/2014","09/30/2015","-0.2235","","-0.5038","","-0.1241","","-0.1071","","-0.0862","","-0.9897","","-1.2119","","01/01/2015","12/31/2016","-0.4618","","No",""
"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","150175","IN","2018","-1.6173","","07/01/2014","09/30/2015","-1.6173","","0.2439","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","0.2439","","01/01/2015","12/31/2016","-0.0353","","No",""
"KENTUCKIANA MEDICAL CENTER LLC","150176","IN","2018","2.3059","","07/01/2014","09/30/2015","2.3059","","1.3762","","2.1946","","2.1498","","Not Available","5","Not Available","5","-0.2159","","01/01/2015","12/31/2016","1.5156","","Yes",""
"UNITY MEDICAL AND SURGICAL HOSPITAL","150177","IN","2018","-0.8615","","07/01/2014","09/30/2015","-0.8615","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.8615","","No",""
"FAIRBANKS","150179","IN","2018","-0.0254","","07/01/2014","09/30/2015","-0.0254","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","Not Available","4","No",""
"ST VINCENT FISHERS HOSPITAL INC","150181","IN","2018","-0.2083","","07/01/2014","09/30/2015","-0.2083","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.2083","","No",""
"FRANCISCAN HEALTH CARMEL","150182","IN","2018","-0.6427","","07/01/2014","09/30/2015","-0.6427","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.6427","","No",""
"MONROE HOSPITAL","150183","IN","2018","Not Available","5","07/01/2014","09/30/2015","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","5","No",""
"CENTRAL IOWA HEALTHCARE","160001","IA","2018","-0.2464","","07/01/2014","09/30/2015","-0.2464","","-0.7498","","Not Available","5","-1.5254","","0.2911","","Not Available","5","-1.0153","","01/01/2015","12/31/2016","-0.6743","","No",""
"ST ANTHONY REGIONAL HOSPITAL","160005","IA","2018","-0.2840","","07/01/2014","09/30/2015","-0.2840","","0.1953","","Not Available","5","Not Available","5","-0.1980","","Not Available","5","0.5886","","01/01/2015","12/31/2016","0.1234","","No",""
"KEOKUK AREA HOSPITAL","160008","IA","2018","-0.1803","","07/01/2014","09/30/2015","-0.1803","","-1.2247","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.2247","","01/01/2015","12/31/2016","-1.0680","","No",""
"UNITY HEALTHCARE DBA TRINITY MUSCATINE","160013","IA","2018","-0.4751","","07/01/2014","09/30/2015","-0.4751","","1.0267","","Not Available","5","Not Available","5","1.8249","","Not Available","5","0.2285","","01/01/2015","12/31/2016","0.8014","","Yes",""
"TRINITY REGIONAL MEDICAL CENTER","160016","IA","2018","-0.7499","","07/01/2014","09/30/2015","-0.7499","","-0.5756","","-0.7161","","-1.0593","","-1.4872","","1.5046","","-1.1200","","01/01/2015","12/31/2016","-0.6017","","No",""
"IOWA LUTHERAN HOSPITAL","160024","IA","2018","-1.0513","","07/01/2014","09/30/2015","-1.0513","","0.5305","","-0.7905","","2.1247","","2.1044","","-0.2482","","-0.5377","","01/01/2015","12/31/2016","0.2933","","No",""
"ALEGENT HEALTH MERCY HOSPITAL","160028","IA","2018","1.8207","","07/01/2014","09/30/2015","1.8207","","0.1664","","1.6940","","-1.5254","","0.5130","","1.2983","","-1.1481","","01/01/2015","12/31/2016","0.4145","","Yes",""
"MERCY HOSPITAL","160029","IA","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","1.1872","","-0.1478","","1.6052","","2.1044","","Not Available","5","Not Available","5","01/01/2015","12/31/2016","0.7524","","Yes",""
"MARY GREELEY MEDICAL CENTER","160030","IA","2018","-0.2710","","07/01/2014","09/30/2015","-0.2710","","0.5238","","0.2513","","1.0021","","0.1007","","0.3288","","0.9360","","01/01/2015","12/31/2016","0.4046","","Yes",""
"SKIFF MEDICAL CENTER","160032","IA","2018","-0.4491","","07/01/2014","09/30/2015","-0.4491","","0.0293","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","0.0293","","01/01/2015","12/31/2016","-0.0424","","No",""
"GENESIS MEDICAL CENTER-DAVENPORT","160033","IA","2018","0.3894","","07/01/2014","09/30/2015","0.3894","","0.1053","","0.9566","","-0.3259","","1.0388","","-0.5771","","-0.5658","","01/01/2015","12/31/2016","0.1479","","No",""
"SARTORI MEMORIAL HOSPITAL, INC","160040","IA","2018","-0.3059","","07/01/2014","09/30/2015","-0.3059","","0.2195","","Not Available","5","-1.5254","","1.0615","","Not Available","5","1.1224","","01/01/2015","12/31/2016","0.1407","","No",""
"ST LUKES HOSPITAL","160045","IA","2018","1.0972","","07/01/2014","09/30/2015","1.0972","","-0.4674","","-0.7415","","-0.9307","","0.3907","","-0.8501","","-0.2056","","01/01/2015","12/31/2016","-0.2327","","No",""
"METHODIST JENNIE EDMUNDSON","160047","IA","2018","-0.8066","","07/01/2014","09/30/2015","-0.8066","","-0.3095","","0.2733","","-0.8839","","0.3051","","-0.6609","","-0.5811","","01/01/2015","12/31/2016","-0.3840","","No",""
"GREAT RIVER MEDICAL CENTER","160057","IA","2018","1.2631","","07/01/2014","09/30/2015","1.2631","","0.0953","","0.1076","","-0.1773","","0.7139","","0.0279","","-0.1954","","01/01/2015","12/31/2016","0.2705","","No",""
"UNIVERSITY OF IOWA HOSPITAL & CLINICS","160058","IA","2018","-1.6987","","07/01/2014","09/30/2015","-1.6987","","0.1691","","0.6217","","0.4776","","0.4291","","-0.6996","","0.0165","","01/01/2015","12/31/2016","-0.1111","","No",""
"MERCY MEDICAL CENTER-NORTH IOWA","160064","IA","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.1738","","0.2158","","0.4158","","-1.2566","","0.4901","","-0.7343","","01/01/2015","12/31/2016","-0.4045","","No",""
"COVENANT MEDICAL CENTER","160067","IA","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.0610","","0.1685","","-0.8004","","1.9681","","-0.6391","","-0.3921","","01/01/2015","12/31/2016","0.4009","","Yes",""
"MERCY MEDICAL CENTER-DUBUQUE","160069","IA","2018","-0.3533","","07/01/2014","09/30/2015","-0.3533","","-0.9965","","-1.1524","","-1.0259","","-1.1867","","-1.4551","","-0.1622","","01/01/2015","12/31/2016","-0.9000","","No",""
"MERCY MEDICAL CENTER - CEDAR RAPIDS","160079","IA","2018","0.9859","","07/01/2014","09/30/2015","0.9859","","-0.5446","","-1.3047","","-1.2247","","0.6405","","-0.4142","","-0.4202","","01/01/2015","12/31/2016","-0.3151","","No",""
"MERCY MEDICAL CENTER-CLINTON","160080","IA","2018","-1.3662","","07/01/2014","09/30/2015","-1.3662","","0.3809","","-0.6434","","2.0395","","0.4641","","-0.5368","","0.5810","","01/01/2015","12/31/2016","0.1188","","No",""
"IOWA METHODIST MEDICAL CENTER","160082","IA","2018","-1.5308","","07/01/2014","09/30/2015","-1.5308","","0.0099","","-0.8802","","0.9637","","0.4868","","-0.3305","","-0.1903","","01/01/2015","12/31/2016","-0.2212","","No",""
"MERCY MEDICAL CENTER-DES MOINES","160083","IA","2018","2.2366","","07/01/2014","09/30/2015","2.2366","","-0.0048","","-0.4979","","0.7749","","0.3121","","-0.6221","","0.0089","","01/01/2015","12/31/2016","0.3314","","No",""
"OTTUMWA REGIONAL HEALTH CENTER","160089","IA","2018","-0.0132","","07/01/2014","09/30/2015","-0.0132","","-0.4405","","Not Available","5","0.4609","","-0.2155","","Not Available","5","-1.5669","","01/01/2015","12/31/2016","-0.3764","","No",""
"BROADLAWNS MEDICAL CENTER","160101","IA","2018","0.6752","","07/01/2014","09/30/2015","0.6752","","-0.3644","","-1.5110","","-0.7786","","Not Available","5","Not Available","5","1.1965","","01/01/2015","12/31/2016","-0.2085","","No",""
"TRINITY - BETTENDORF","160104","IA","2018","-0.6799","","07/01/2014","09/30/2015","-0.6799","","-0.2406","","-0.1935","","-1.2130","","2.1044","","-1.4551","","-0.4457","","01/01/2015","12/31/2016","-0.3065","","No",""
"ALLEN HOSPITAL","160110","IA","2018","-1.0280","","07/01/2014","09/30/2015","-1.0280","","-0.6569","","-0.0886","","-0.4763","","-0.6679","","-1.4551","","-0.5964","","01/01/2015","12/31/2016","-0.7125","","No",""
"SPENCER MUNICIPAL HOSPITAL","160112","IA","2018","-1.1989","","07/01/2014","09/30/2015","-1.1989","","0.4691","","Not Available","5","-0.4980","","1.6205","","Not Available","5","0.2847","","01/01/2015","12/31/2016","0.2189","","No",""
"FINLEY HOSPITAL","160117","IA","2018","-0.7488","","07/01/2014","09/30/2015","-0.7488","","-1.0231","","-0.6366","","-1.5254","","-1.4872","","-0.3413","","-1.1251","","01/01/2015","12/31/2016","-0.9820","","No",""
"FORT MADISON COMMUNITY HOSPITAL","160122","IA","2018","-0.1338","","07/01/2014","09/30/2015","-0.1338","","0.9641","","Not Available","5","-0.0319","","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","0.7994","","Yes",""
"LAKES REGIONAL HEALTHCARE","160124","IA","2018","-0.5836","","07/01/2014","09/30/2015","-0.5836","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.7537","","No",""
"ST LUKES REGIONAL MEDICAL CENTER","160146","IA","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.4129","","-0.9140","","-0.7218","","-0.6592","","-0.6469","","0.8772","","01/01/2015","12/31/2016","-0.0020","","No",""
"GRINNELL REGIONAL MEDICAL CENTER","160147","IA","2018","2.1545","","07/01/2014","09/30/2015","2.1545","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.9893","","Yes",""
"MERCY MEDICAL CENTER-SIOUX CITY","160153","IA","2018","1.4523","","07/01/2014","09/30/2015","1.4523","","0.0651","","-0.1326","","-0.8906","","1.3253","","-0.9587","","0.9820","","01/01/2015","12/31/2016","0.2732","","No",""
"VIA CHRISTI HOSPITAL PITTSBURG INC","170006","KS","2018","1.6880","","07/01/2014","09/30/2015","1.6880","","0.6350","","-0.9850","","2.1498","","2.1044","","Not Available","5","-0.7292","","01/01/2015","12/31/2016","0.7929","","Yes",""
"SAINT JOHN HOSPITAL","170009","KS","2018","-0.2105","","07/01/2014","09/30/2015","-0.2105","","-1.6589","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.6589","","01/01/2015","12/31/2016","-1.4416","","No",""
"SALINA REGIONAL HEALTH CENTER","170012","KS","2018","-0.1189","","07/01/2014","09/30/2015","-0.1189","","-0.3688","","-0.9512","","-0.2675","","0.0291","","-1.0006","","0.3460","","01/01/2015","12/31/2016","-0.3313","","No",""
"HAYS MEDICAL CENTER","170013","KS","2018","-0.6840","","07/01/2014","09/30/2015","-0.6840","","-0.9268","","0.0264","","-1.5254","","-1.4872","","-1.4551","","-0.1929","","01/01/2015","12/31/2016","-0.8904","","No",""
