Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","ATLANTIS","FL","33462","Palm Beach","0.850916","0.873053","0.860380","0.862462","5 out of 10","1 out of 9","5 out of 10","0.883421","0.907656","0.878617","0.893980","4 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.900182","0.871968","0 out of 10","0 out of 9","0 out of 10"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","LEESBURG","FL","34748","Lake","0.850916","0.873053","0.860095","0.865307","6 out of 10","4 out of 9","6 out of 10","0.883421","0.907656","0.883253","0.872158","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.882617","0.887305","2 out of 10","1 out of 9","2 out of 10"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","POMPANO BEACH","FL","33064","Broward","0.850916","0.873053","0.828431","0.861785","5 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.864756","0.865692","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.901995","0.882291","0 out of 10","0 out of 9","0 out of 10"
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","SARASOTA","FL","34239","Sarasota","0.850916","0.873053","0.871494","0.882839","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.868472","0.888389","2 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.890066","0.916992","10 out of 10","9 out of 9","10 out of 10"
"100088","BAPTIST MEDICAL CENTER JACKSONVILLE","800 PRUDENTIAL DR","JACKSONVILLE","FL","32207","Duval","0.850916","0.873053","0.852996","0.881949","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.894208","0.914347","10 out of 10","9 out of 9","10 out of 10","0.882860","0.907900","0.891992","0.921044","10 out of 10","9 out of 9","10 out of 10"
"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","FL","32086","Saint Johns","0.850916","0.873053","0.855762","0.865704","7 out of 10","5 out of 9","7 out of 10","0.883421","0.907656","0.907483","0.884084","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.913466","0.916882","10 out of 10","9 out of 9","10 out of 10"
"100092","STEWARD ROCKLEDGE HOSPITAL","110 LONGWOOD AVE","ROCKLEDGE","FL","32955","Brevard","0.850916","0.873053","0.849158","0.873831","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.886360","0.894007","4 out of 10","3 out of 9","4 out of 10","0.882860","0.907900","0.878699","0.890159","3 out of 10","3 out of 9","3 out of 10"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","PENSACOLA","FL","32501","Escambia","0.850916","0.873053","0.835778","0.882003","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.875153","0.881362","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.858074","0.880551","0 out of 10","4 out of 9","4 out of 10"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","FL","33853","Polk","0.850916","0.873053","0.836721","0.872488","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.886678","0.876832","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.879003","0.883748","1 out of 10","1 out of 9","1 out of 10"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","LAKE CITY","FL","32055","Columbia","0.850916","0.873053","0.862002","0.872955","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.897066","0.889418","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.884564","0.897514","6 out of 10","5 out of 9","6 out of 10"
"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","VERO BEACH","FL","32960","Indian River","0.850916","0.873053","0.868490","0.863596","6 out of 10","0 out of 9","6 out of 10","0.883421","0.907656","0.872006","0.872616","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.888905","0.882021","0 out of 10","0 out of 9","0 out of 10"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","PERRY","FL","32348","Taylor","0.850916","0.873053","0.850652","0.866918","Not Available","Not Available","Not Available","0.883421","0.907656","0.873887","0.880965","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.864553","0.886013","2 out of 10","4 out of 9","4 out of 10"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","LEHIGH ACRES","FL","33936","Lee","0.850916","0.873053","0.849663","0.859903","4 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.876384","0.892289","4 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.884066","0.896022","5 out of 10","5 out of 9","5 out of 10"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N LAKE BLVD","SEBRING","FL","33871","Highlands","0.850916","0.873053","0.863176","0.858801","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.903323","0.884740","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.876718","0.903185","8 out of 10","8 out of 9","8 out of 10"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","FL","34741","Osceola","0.850916","0.873053","0.836467","0.874559","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.877262","0.901511","7 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.858360","0.896491","5 out of 10","7 out of 9","7 out of 10"
"100113","UF HEALTH SHANDS HOSPITAL","1600 SW ARCHER RD","GAINESVILLE","FL","32610","Alachua","0.850916","0.873053","0.861935","0.865609","6 out of 10","3 out of 9","6 out of 10","0.883421","0.907656","0.890768","0.892673","4 out of 10","1 out of 9","4 out of 10","0.882860","0.907900","0.894842","0.921564","10 out of 10","9 out of 9","10 out of 10"
"100117","BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","FL","32250","Duval","0.850916","0.873053","0.844181","0.850418","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.880158","0.889114","3 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.894350","0.923809","10 out of 10","9 out of 9","10 out of 10"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","PALM COAST","FL","32164","Flagler","0.850916","0.873053","0.837646","0.858165","3 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.862551","0.869378","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.886125","0.872783","0 out of 10","0 out of 9","0 out of 10"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","BARTOW","FL","33831","Polk","0.850916","0.873053","0.841084","0.860967","Not Available","Not Available","Not Available","0.883421","0.907656","0.880139","0.886346","2 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.894561","0.902545","8 out of 10","5 out of 9","8 out of 10"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","CRESTVIEW","FL","32539","Okaloosa","0.850916","0.873053","0.836345","0.876974","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.901598","0.872686","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.869862","0.887856","2 out of 10","4 out of 9","4 out of 10"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","MILTON","FL","32570","Santa Rosa","0.850916","0.873053","0.848365","0.873159","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.879680","0.875891","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.857988","0.893648","4 out of 10","7 out of 9","7 out of 10"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","HOMESTEAD","FL","33033","Miami-Dade","0.850916","0.873053","0.844277","0.861979","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.871244","0.881916","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.875413","0.894893","5 out of 10","5 out of 9","5 out of 10"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE S","SAINT PETERSBURG","FL","33707","Pinellas","0.850916","0.873053","0.843686","0.873692","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.852059","0.865661","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.875881","0.863603","0 out of 10","0 out of 9","0 out of 10"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","CLEARWATER","FL","33756","Pinellas","0.850916","0.873053","0.858066","0.868315","8 out of 10","6 out of 9","8 out of 10","0.883421","0.907656","0.877401","0.874596","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.870428","0.897239","6 out of 10","7 out of 9","7 out of 10"
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIR","TAMPA","FL","33606","Hillsborough","0.850916","0.873053","0.865962","0.864048","6 out of 10","0 out of 9","6 out of 10","0.883421","0.907656","0.900284","0.905272","9 out of 10","6 out of 9","9 out of 10","0.882860","0.907900","0.882963","0.910266","10 out of 10","9 out of 9","10 out of 10"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","FL","33430","Palm Beach","0.850916","0.873053","0.858319","0.869149","Not Available","Not Available","Not Available","0.883421","0.907656","0.892755","0.877748","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.885215","0.894081","5 out of 10","3 out of 9","5 out of 10"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","AVENTURA","FL","33180","Miami-Dade","0.850916","0.873053","0.864383","0.860333","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.888748","0.897809","6 out of 10","4 out of 9","6 out of 10","0.882860","0.907900","0.905269","0.900426","7 out of 10","0 out of 9","7 out of 10"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","PLANT CITY","FL","33563","Hillsborough","0.850916","0.873053","0.859892","0.868583","8 out of 10","6 out of 9","8 out of 10","0.883421","0.907656","0.887332","0.866942","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.903127","0.907514","9 out of 10","9 out of 9","9 out of 10"
"100135","TALLAHASSEE MEMORIAL HOSPITAL","1300 MICCOSUKEE RD","TALLAHASSEE","FL","32308","Leon","0.850916","0.873053","0.843552","0.863454","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.873202","0.873103","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.875771","0.901248","7 out of 10","7 out of 9","7 out of 10"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","DAVENPORT","FL","33837","Polk","0.850916","0.873053","0.853327","0.850212","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.903571","0.897100","6 out of 10","0 out of 9","6 out of 10","0.882860","0.907900","0.884081","0.876196","0 out of 10","0 out of 9","0 out of 10"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH","FL","32034","Nassau","0.850916","0.873053","0.844100","0.865911","7 out of 10","Not Available","7 out of 10","0.883421","0.907656","0.880987","0.887452","2 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.883819","0.886819","2 out of 10","1 out of 9","2 out of 10"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","MARIANNA","FL","32446","Jackson","0.850916","0.873053","0.858142","0.854072","2 out of 10","0 out of 9","2 out of 10","0.883421","0.907656","0.900723","0.896440","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.881568","0.886212","2 out of 10","1 out of 9","2 out of 10"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","KEY WEST","FL","33040","Monroe","0.850916","0.873053","0.843053","0.852106","1 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.876319","0.877173","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.898066","0.900649","7 out of 10","2 out of 9","7 out of 10"
"100151","MAYO CLINIC","4500 SAN PABLO RD","JACKSONVILLE","FL","32224","Duval","0.850916","0.873053","0.851726","0.873699","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.886039","0.905135","9 out of 10","8 out of 9","9 out of 10","0.882860","0.907900","0.894661","0.895553","5 out of 10","0 out of 9","5 out of 10"
"100154","SOUTH MIAMI HOSPITAL","6200 SW 73RD ST","SOUTH MIAMI","FL","33143","Miami-Dade","0.850916","0.873053","0.850193","0.884909","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.897160","0.864909","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.877121","0.891868","4 out of 10","4 out of 9","4 out of 10"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","LAKE CITY","FL","32055","Columbia","0.850916","0.873053","0.865528","0.871158","9 out of 10","7 out of 9","9 out of 10","0.883421","0.907656","0.892262","0.900037","7 out of 10","5 out of 9","7 out of 10","0.882860","0.907900","0.883216","0.892307","4 out of 10","3 out of 9","4 out of 10"
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","LAKELAND","FL","33805","Polk","0.850916","0.873053","0.856548","0.855094","2 out of 10","0 out of 9","2 out of 10","0.883421","0.907656","0.883867","0.876085","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.897654","0.890414","3 out of 10","0 out of 9","3 out of 10"
"100161","CENTRAL FLORIDA REGIONAL HOSPITAL","1401 W SEMINOLE BLVD","SANFORD","FL","32771","Seminole","0.850916","0.873053","0.832979","0.887429","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.891525","0.892573","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.879894","0.888599","3 out of 10","3 out of 9","3 out of 10"
"100166","DOCTORS HOSPITAL OF SARASOTA","5731 BEE RIDGE RD","SARASOTA","FL","34233","Sarasota","0.850916","0.873053","0.851427","0.859145","4 out of 10","3 out of 9","4 out of 10","0.883421","0.907656","0.883850","0.890062","3 out of 10","2 out of 9","3 out of 10","0.882860","0.907900","0.873605","0.883261","1 out of 10","2 out of 9","2 out of 10"
"100167","PLANTATION GENERAL HOSPITAL","401 NW 42ND AVE","PLANTATION","FL","33317","Broward","0.850916","0.873053","0.852802","0.882186","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.883461","0.897868","6 out of 10","5 out of 9","6 out of 10","0.882860","0.907900","0.899415","0.912433","10 out of 10","9 out of 9","10 out of 10"
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","BOCA RATON","FL","33486","Palm Beach","0.850916","0.873053","0.869926","0.858993","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.892127","0.891613","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.891909","0.900587","7 out of 10","5 out of 9","7 out of 10"
"100173","FLORIDA HOSPITAL TAMPA","3100 E FLETCHER AVE","TAMPA","FL","33613","Hillsborough","0.850916","0.873053","0.847475","0.868352","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.875305","0.870896","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880380","0.877155","0 out of 10","0 out of 9","0 out of 10"
"100175","DESOTO MEMORIAL HOSPITAL","900 N ROBERT AVE","ARCADIA","FL","34265","DeSoto","0.850916","0.873053","0.844608","0.867208","Not Available","Not Available","Not Available","0.883421","0.907656","0.878105","0.897622","6 out of 10","6 out of 9","6 out of 10","0.882860","0.907900","0.856008","0.879917","0 out of 10","4 out of 9","4 out of 10"
"100176","PALM BEACH GARDENS MEDICAL CENTER","3360 BURNS RD","PALM BEACH GARDENS","FL","33410","Palm Beach","0.850916","0.873053","0.872915","0.875044","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.914350","0.897442","6 out of 10","0 out of 9","6 out of 10","0.882860","0.907900","0.893743","0.902059","7 out of 10","5 out of 9","7 out of 10"
"100177","CAPE CANAVERAL HOSPITAL","701 W COCOA BEACH CAUSEWAY","COCOA BEACH","FL","32932","Brevard","0.850916","0.873053","0.849108","0.870019","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.873246","0.873222","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.862569","0.905634","9 out of 10","9 out of 9","9 out of 10"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","JACKSONVILLE","FL","32216","Duval","0.850916","0.873053","0.842405","0.852955","1 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.898186","0.902362","8 out of 10","4 out of 9","8 out of 10","0.882860","0.907900","0.882831","0.900829","7 out of 10","7 out of 9","7 out of 10"
"100180","ST PETERSBURG GENERAL HOSPITAL","6500 38TH AVE N","SAINT PETERSBURG","FL","33710","Pinellas","0.850916","0.873053","0.842864","0.863724","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.909712","0.878250","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.872299","0.889484","3 out of 10","4 out of 9","4 out of 10"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","SOUTH MIAMI","FL","33143","Miami-Dade","0.850916","0.873053","0.843493","0.862439","Not Available","Not Available","Not Available","0.883421","0.907656","0.881279","0.888893","3 out of 10","2 out of 9","3 out of 10","0.882860","0.907900","0.892111","0.894371","5 out of 10","1 out of 9","5 out of 10"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","CORAL GABLES","FL","33134","Miami-Dade","0.850916","0.873053","0.855235","0.870459","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.881020","0.900676","7 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.897310","0.900543","7 out of 10","3 out of 9","7 out of 10"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","HIALEAH","FL","33016","Miami-Dade","0.850916","0.873053","0.829863","0.860199","4 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.888484","0.880182","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.869140","0.861045","0 out of 10","0 out of 9","0 out of 10"
"100189","NORTHWEST MEDICAL CENTER","2801 N STATE RD 7","MARGATE","FL","33063","Broward","0.850916","0.873053","0.856330","0.870534","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.890537","0.882920","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.898626","0.902106","7 out of 10","3 out of 9","7 out of 10"
"100191","MEDICAL CENTER OF TRINITY","9330 SR 54, STE 401","TRINITY","FL","34655","Pasco","0.850916","0.873053","0.857068","0.872367","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.875307","0.876269","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.870181","0.894534","5 out of 10","6 out of 9","6 out of 10"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","Broward","0.850916","0.873053","0.840142","0.861560","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.881190","0.874609","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.857222","0.888181","2 out of 10","6 out of 9","6 out of 10"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","GAINESVILLE","FL","32605","Alachua","0.850916","0.873053","0.855518","0.861005","5 out of 10","3 out of 9","5 out of 10","0.883421","0.907656","0.908797","0.873035","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.874875","0.908818","10 out of 10","9 out of 9","10 out of 10"
