"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"144005","AURORA CHICAGO LAKESHORE HOSPITAL","4840 N MARINE DR","CHICAGO","IL","60640","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.59","62","136","","22.79","31","136","","07/01/2015","06/30/2016"
"144009","AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL","8311 WEST ROOSEVELT ROAD","FOREST PARK","IL","60130","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","37.30","91","244","","16.80","41","244","","07/01/2015","06/30/2016"
"144010","CHICAGO READ MENTAL HEALTH CENTER","4200 N OAK PARK AVE","CHICAGO","IL","60634","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"144016","ALTON MENTAL HEALTH CENTER","4500 COLLEGE AVENUE","ALTON","IL","62002","Madison","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144021","ANDREW MCFARLAND MENTAL HLTH CTR","901 SOUTHWIND RD","SPRINGFIELD","IL","62703","Sangamon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.65","18","37","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144026","HARTGROVE HOSPITAL","5730 W ROOSEVELT ROAD","CHICAGO","IL","60644","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.50","50","137","","18.98","26","137","","07/01/2015","06/30/2016"
"144028","MADDEN MENTAL HEALTH CENTER","1200 S FIRST AVE","HINES","IL","60141","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144029","THE PAVILION","809 W CHURCH ST","CHAMPAIGN","IL","61820","Champaign","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.59","60","121","","25.62","31","121","","07/01/2015","06/30/2016"
"144031","ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP","1650 MOON LAKE BLVD","HOFFMAN ESTATES","IL","60194","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","64.15","229","357","","36.13","129","357","","07/01/2015","06/30/2016"
"144034","BHC STREAMWOOD HOSPITAL INC","1400 E IRVING PARK ROAD","STREAMWOOD","IL","60107","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144035","LINDEN OAKS AT EDWARD","801 SOUTH WASHINGTON ST","NAPERVILLE","IL","60540","DuPage","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","81.69","174","213","","53.99","115","213","","07/01/2015","06/30/2016"
"144037","ELGIN MENTAL HEALTH CENTER","750 S STATE ST","ELGIN","IL","60123","Kane","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144038","CHOATE MENTAL HEALTH & DEVELOPMENT CTR","1000 N MAIN ST","ANNA","IL","62906","Union","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.11","11","18","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"144039","GARFIELD PARK HOSPITAL","520 N RIDGEWAY AVE","CHICAGO","IL","60624","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"144040","CHICAGO BEHAVIORAL HOSPITAL","555 WILSON LANE","DES PLAINES","IL","60016","Cook","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.53","101","232","","20.69","48","232","","07/01/2015","06/30/2016"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN","46402","Lake","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150004","FRANCISCAN ST. MARGARET HEALTH HAMMOND","5454 HOHMAN AVENUE","HAMMOND","IN","46320","Lake","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.82","85","147","","23.81","35","147","","07/01/2015","06/30/2016"
"150008","ST CATHERINE HOSPITAL INC","4321 FIR STREET","EAST CHICAGO","IN","46312","Lake","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.64","14","22","","50.00","11","22","","07/01/2015","06/30/2016"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN","47130","Clark","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.67","15","36","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN","46360","LaPorte","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.74","42","62","","46.77","29","62","","07/01/2015","06/30/2016"
"150018","ELKHART GENERAL HOSPITAL","600 EAST BOULEVARD","ELKHART","IN","46514","Elkhart","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.22","30","46","","50.00","23","46","","07/01/2015","06/30/2016"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN","46845","Allen","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.12","139","283","","19.43","55","283","","07/01/2015","06/30/2016"
"150022","FRANCISCAN HEALTH CRAWFORDSVILLE","1710 LAFAYETTE RD","CRAWFORDSVILLE","IN","47933","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150024","ESKENAZI HEALTH","720 ESKENAZI AVE","INDIANAPOLIS","IN","46202","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.34","73","119","","37.82","45","119","","07/01/2015","06/30/2016"
"150037","HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN","46140","Hancock","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150042","GOOD SAMARITAN HOSPITAL","520 SOUTH 7TH STREET","VINCENNES","IN","47591","Knox","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.07","67","97","","43.30","42","97","","07/01/2015","06/30/2016"
"150046","TERRE HAUTE REGIONAL HOSPITAL","3901 S 7TH ST","TERRE HAUTE","IN","47802","Vigo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.59","73","108","","39.81","43","108","","07/01/2015","06/30/2016"
"150047","ST JOSEPH HOSPITAL","700 BROADWAY","FORT WAYNE","IN","46802","Allen","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN","47374","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.83","67","120","","26.67","32","120","","07/01/2015","06/30/2016"
"150056","INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL (INDIANAPOLIS)","1701 N SENATE BOULEVARD","INDIANAPOLIS","IN","46202","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.82","52","79","","45.57","36","79","","07/01/2015","06/30/2016"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN","46601","St Joseph","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","71.43","45","63","","50.79","32","63","","07/01/2015","06/30/2016"
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN","47501","Daviess","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","CONNERSVILLE","IN","47331","Fayette","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150082","DEACONESS HOSPITAL INC","600 MARY STREET","EVANSVILLE","IN","47747","Vanderburgh","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.96","45","79","","31.65","25","79","","07/01/2015","06/30/2016"
"150084","ST. VINCENT HOSPITALS AND HEALTH SERVICES","2001 WEST 86TH STREET","INDIANAPOLIS","IN","46260","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.82","71","137","","27.74","38","137","","07/01/2015","06/30/2016"
"150100","ST. MARY'S HEALTH, INC.","3700 WASHINGTON AVENUE","EVANSVILLE","IN","47750","Vanderburgh","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.00","39","65","","36.92","24","65","","07/01/2015","06/30/2016"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","LEBANON","IN","46052","Boone","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W. 9TH ST.","JASPER","IN","47546","Dubois","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","71.43","25","35","","51.43","18","35","","07/01/2015","06/30/2016"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA PARKWAY","INDIANAPOLIS","IN","46256","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.43","18","35","","37.14","13","35","","07/01/2015","06/30/2016"
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST","PORTLAND","IN","47371","Jay","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"151325","ST. MARY'S WARRICK HOSPITAL INC","1116 MILLIS AVENUE PO BOX 629","BOONVILLE","IN","47601","Warrick","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"151330","ADAMS MEMORIAL HOSPITAL","1100 MERCER PO BOX 151","DECATUR","IN","46733","Adams","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.16","24","38","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"154005","WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL","2900 N RIVER RD","WEST LAFAYETTE","IN","47906","Tippecanoe","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.82","30","51","","33.33","17","51","","07/01/2015","06/30/2016"
"154008","LARUE D CARTER MEMORIAL HOSPITAL","2601 COLD SPRING RD","INDIANAPOLIS","IN","46222","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"154009","HAMILTON CENTER INC","620 8TH AVE","TERRE HAUTE","IN","47804","Vigo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","78.57","11","14","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"154011","COMMUNITY MENTAL HEALTH CENTER INC","285 BIELBY RD","LAWRENCEBURG","IN","47025","Dearborn","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","79.22","61","77","","40.26","31","77","","07/01/2015","06/30/2016"
"154014","OTIS R BOWEN CENTER FOR HUMAN SERVICES INC","9 PEQUIGNOT DR","PIERCETON","IN","46562","Kosciusko","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","76.54","62","81","","53.09","43","81","","07/01/2015","06/30/2016"
"154018","RICHMOND STATE HOSPITAL","498 NW 18TH ST","RICHMOND","IN","47374","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","07/01/2015","06/30/2016"
