Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"050373","LAC+USC MEDICAL CENTER","1200 N STATE ST, ROOM C2K100","LOS ANGELES","CA","90033","Los Angeles","0.964542","0.709498","1.398252","0.724793","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.360","0.962","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.965","0.774","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0.824","0.000","0.000","1.015","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.000","0.765","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","1.203","0.513","3 out of 10","5 out of 9","5 out of 10","0.805","0.004","0.711","0.646","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.217391","0.031250","0 out of 10","8 out of 9","8 out of 10"
"050376","LAC/HARBOR-UCLA MED CENTER","1000 W CARSON ST","TORRANCE","CA","90502","Los Angeles","0.964542","0.709498","1.187157","0.712223","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.385","0.280","3 out of 10","2 out of 9","3 out of 10","0.906","0.000","2.218","0.948","0 out of 10","5 out of 9","5 out of 10","4 out of 10","0.824","0.000","0.406","1.436","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","2.152","0.832","0 out of 10","6 out of 9","6 out of 10","0.767","0.000","0.530","0.700","1 out of 10","0 out of 9","1 out of 10","0.805","0.004","0.517","0.903","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"050378","PACIFICA HOSPITAL OF THE VALLEY","9449 SAN FERNANDO RD","SUN VALLEY","CA","91352","Los Angeles","0.964542","0.709498","0.907459","0.622038","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.906","0.000","4.005","2.131","0 out of 10","4 out of 9","4 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.344","0.190","7 out of 10","4 out of 9","7 out of 10","0.020408","0.000000","0.066667","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050380","GOOD SAMARITAN HOSPITAL","2425 SAMARITAN DRIVE","SAN JOSE","CA","95124","Santa Clara","0.964542","0.709498","1.240347","0.559637","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.304","0.934","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.845","1.380","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.824","0.000","1.658","3.929","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","2.163","0.460","4 out of 10","7 out of 9","7 out of 10","0.767","0.000","0.562","1.642","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.201","1.077","0 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.011628","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050382","CITRUS VALLEY MEDICAL CENTER-IC CAMPUS","210 W  SAN BERNARDINO ROAD","COVINA","CA","91723","Los Angeles","0.964542","0.709498","1.051334","0.626133","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.356","0.148","6 out of 10","5 out of 9","6 out of 10","0.906","0.000","0.429","0.591","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0.824","0.000","0.617","1.885","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.873","2.099","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.926","1.297","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.842","0.874","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.014706","0.054146","0 out of 10","0 out of 9","0 out of 10"
"050390","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE","HEMET","CA","92543","Riverside","0.964542","0.709498","1.002806","0.535245","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.245","0.664","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.495","0.948","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.824","0.000","0.000","1.071","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.661","1.178","0 out of 10","5 out of 9","5 out of 10","0.805","0.004","1.510","0.711","2 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.103448","0.062500","0 out of 10","3 out of 9","3 out of 10"
"050393","PIH HOSPITAL - DOWNEY","11500 BROOKSHIRE AVENUE","DOWNEY","CA","90241","Los Angeles","0.964542","0.709498","1.008255","0.533528","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.428","1.024","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.267","0.714","2 out of 10","4 out of 9","4 out of 10","10 out of 10","0.824","0.000","0.544","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.751","0.646","2 out of 10","6 out of 9","6 out of 10","0.805","0.004","1.311","1.094","0 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.022727","0.015385","3 out of 10","3 out of 9","3 out of 10"
"050394","COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA","147 N BRENT ST","VENTURA","CA","93003","Ventura","0.964542","0.709498","1.033133","0.710157","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.278","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.120","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.824","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.710","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.767","0.000","1.280","0.331","6 out of 10","7 out of 9","7 out of 10","0.805","0.004","0.790","0.809","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.037975","0.013605","3 out of 10","6 out of 9","6 out of 10"
"050396","SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO","SANTA BARBARA","CA","93102","Santa Barbara","0.964542","0.709498","1.062080","0.581839","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.105","0.434","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.281","0.756","2 out of 10","4 out of 9","4 out of 10","8 out of 10","0.824","0.000","0.694","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","1.540","1.812","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.361","0.224","7 out of 10","3 out of 9","7 out of 10","0.805","0.004","0.512","0.864","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.071429","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050407","CHINESE HOSPITAL","845 JACKSON ST","SAN FRANCISCO","CA","94133","San Francisco","0.964542","0.709498","0.832125","0.578571","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.911","0.573","3 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"050411","KAISER FOUNDATION HOSPITAL - SOUTH BAY","25825 SOUTH VERMONT AVENUE","HARBOR CITY","CA","90710","Los Angeles","0.964542","0.709498","1.035474","0.709470","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.440","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.588","0.000","10 out of 10","9 out of 9","10 out of 10","2 out of 10","0.824","0.000","0.415","0.686","2 out of 10","0 out of 9","2 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.992","1.404","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.730","1.022","0 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.010582","0.010929","5 out of 10","0 out of 9","5 out of 10"
"050414","MERCY HOSPITAL OF FOLSOM","1650 CREEKSIDE DRIVE","FOLSOM","CA","95630","Sacramento","0.964542","0.709498","1.119277","0.741408","8 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.018","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","1.135","1.239","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.199","1.446","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.027778","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050417","SUTTER COAST HOSPITAL","800 E WASHINGTON BLVD","CRESCENT CITY","CA","95531","Del Norte","0.964542","0.709498","0.921946","0.681511","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.825","1 out of 10","0 out of 9","1 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.892","0.503","4 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.066667","0 out of 10","0 out of 9","0 out of 10"
"050424","SCRIPPS GREEN HOSPITAL","10666 NORTH TORREY PINES ROAD","LA JOLLA","CA","92037","San Diego","0.964542","0.709498","1.318372","0.558732","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","1.117","0.251","3 out of 10","7 out of 9","7 out of 10","0.906","0.000","1.585","0.883","1 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","1.536","1.551","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.351","1.894","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.106","1.394","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"050425","KAISER FOUNDATION HOSPITAL - SACRAMENTO","2025 MORSE AVENUE","SACRAMENTO","CA","95825","Sacramento","0.964542","0.709498","0.812905","0.570387","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.195","0.783","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","4.946","2.080","0 out of 10","5 out of 9","5 out of 10","4 out of 10","0.824","0.000","0.847","0.669","2 out of 10","2 out of 9","2 out of 10","0.710","0.000","1.176","0.000","10 out of 10","9 out of 9","10 out of 10","0.767","0.000","0.939","1.940","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.463","0.928","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"050426","WEST ANAHEIM MEDICAL CENTER","3033 W ORANGE AVENUE","ANAHEIM","CA","92804","Orange","0.964542","0.709498","0.839579","0.457174","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.959","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.736","0.343","6 out of 10","5 out of 9","6 out of 10","Not Available","0.824","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.792","0.843","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.431","1.200","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"050438","HUNTINGTON MEMORIAL HOSPITAL","100 W  CALIFORNIA BLVD","PASADENA","CA","91109","Los Angeles","0.964542","0.709498","1.276086","0.773632","7 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.175","0.441","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.559","0.483","5 out of 10","6 out of 9","6 out of 10","3 out of 10","0.824","0.000","0.359","0.585","3 out of 10","0 out of 9","3 out of 10","0.710","0.000","0.456","0.916","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.401","0.840","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.075","0.936","0 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.022222","0.093750","0 out of 10","0 out of 9","0 out of 10"
"050441","STANFORD HEALTH CARE","300 PASTEUR DRIVE","STANFORD","CA","94305","Santa Clara","0.964542","0.709498","1.180008","0.621031","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.588","1.084","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.760","1.127","0 out of 10","3 out of 9","3 out of 10","2 out of 10","0.824","0.000","1.736","1.291","0 out of 10","2 out of 9","2 out of 10","0.710","0.000","1.224","0.922","0 out of 10","2 out of 9","2 out of 10","0.767","0.000","0.680","1.224","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.466","1.110","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.000000","Not Available","Not Available","Not Available","Not Available"
"050444","MERCY MEDICAL CENTER","333 MERCY AVENUE","MERCED","CA","95340","Merced","0.964542","0.709498","0.961391","0.502240","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.541","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.285","0.000","10 out of 10","9 out of 9","10 out of 10","5 out of 10","0.824","0.000","0.672","0.388","5 out of 10","4 out of 9","5 out of 10","0.710","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.386","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.173","0.776","1 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.024096","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050454","UCSF MEDICAL CENTER","505 PARNASSUS AVE, BOX 0296","SAN FRANCISCO","CA","94143","San Francisco","0.964542","0.709498","0.810255","0.722836","9 out of 10","8 out of 9","9 out of 10","0.369","0.000","0.358","0.697","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.721","1.032","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.824","0.000","1.628","1.376","0 out of 10","1 out of 9","1 out of 10","0.710","0.000","0.412","0.819","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.648","0.792","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.147","1.243","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.013605","0.013158","4 out of 10","0 out of 9","4 out of 10"
"050455","ADVENTIST HEALTH BAKERSFIELD","2615 CHESTER AVENUE","BAKERSFIELD","CA","93301","Kern","0.964542","0.709498","0.998527","0.549046","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.668","0.067","8 out of 10","8 out of 9","8 out of 10","0.906","0.000","1.423","0.430","5 out of 10","6 out of 9","6 out of 10","8 out of 10","0.824","0.000","2.009","0.328","6 out of 10","8 out of 9","8 out of 10","0.710","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.234","0.705","1 out of 10","4 out of 9","4 out of 10","0.805","0.004","0.656","0.916","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.028777","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050457","ST MARY'S MEDICAL CENTER","450 STANYAN ST","SAN FRANCISCO","CA","94117","San Francisco","0.964542","0.709498","0.722770","0.575427","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.558","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","1.415","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.169","0.845","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"050464","DOCTORS MEDICAL CENTER","1441 FLORIDA AVENUE","MODESTO","CA","95350","Stanislaus","0.964542","0.709498","1.078966","0.662218","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.273","0.305","2 out of 10","0 out of 9","2 out of 10","0.906","0.000","0.119","0.263","7 out of 10","0 out of 9","7 out of 10","0 out of 10","0.824","0.000","0.174","0.880","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.499","0.992","0 out of 10","3 out of 9","3 out of 10","0.767","0.000","0.555","1.370","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.917","0.706","2 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.048837","0.000000","10 out of 10","9 out of 9","10 out of 10"
"050468","MEMORIAL HOSPITAL OF GARDENA","1145 W REDONDO BEACH BLVD","GARDENA","CA","90247","Los Angeles","0.964542","0.709498","0.800574","0.558311","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.314","0.506","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.984","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.521","1.564","0 out of 10","3 out of 9","3 out of 10","0.805","0.004","0.801","0.548","3 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.156352","0.000000","10 out of 10","9 out of 9","10 out of 10"
