Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote, SUB-2/-2a_Measure_Description,SUB-2_%,SUB-2_Numerator,SUB-2_Denominator,SUB-2_Footnote ,SUB-2a_%,SUB-2a_Numerator,SUB-2a_Denominator,SUB-2a_Footnote , TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2a_Denominator,TOB-2a_Footnote,TOB-3/-3a_Measure_Description,TOB-3_%,TOB-3_Numerator,TOB-3_Denominator,TOB-3_Footnote,TOB-3a_%,TOB-3a_Numerator,TOB-3a_Denominator,TOB-3a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST ","WASHINGTON","IN","47501","Daviess","Hours of physical-restraint use","0.00","0","13210","","Hours of seclusion","0.00","0","13210","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","27","27","","Alcohol Use Screening","96.30%","26","27","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","27","27","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.23%","153","159","","Healthcare Personnel Influenza Vaccination","93%","53","57","","10/01/2016","03/31/2017"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE ","CONNERSVILLE","IN","47331","Fayette","Hours of physical-restraint use","0.00","0","2027","","Hours of seclusion","0.00","0","2027","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.38%","160","161","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","167","167","","Tobacco Use Treatment (during the hospital stay)","87.80%","36","41","","39.02%","16","41","","Tobacco Use Treatment Provided or Offered at Discharge","92.31%","12","13","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","75.00%","57","76","","Healthcare Personnel Influenza Vaccination","87%","367","421","","10/01/2016","03/31/2017"
"150082","DEACONESS HOSPITAL INC","600 MARY STREET ","EVANSVILLE","IN","47747","Vanderburgh","Hours of physical-restraint use","0.62","81.91","5476","","Hours of seclusion","1.27","166.34","5476","","Patients discharged on multiple antipsychotic medications with appropriate justification","71.43%","25","35","","Alcohol Use Screening","98.97%","384","388","","Alcohol Use Brief Intervention Provided or Offered","93.94%","93","99","","93.94%","93","99","","Tobacco Use Screening","99.78%","453","454","","Tobacco Use Treatment (during the hospital stay)","92.90%","288","310","","66.77%","207","310","","Tobacco Use Treatment Provided or Offered at Discharge","79.17%","228","288","","40.28%","116","288","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.18%","270","275","","Healthcare Personnel Influenza Vaccination","97%","247","254","","10/01/2016","03/31/2017"
"150084","ST. VINCENT HOSPITALS AND HEALTH SERVICES","2001 WEST 86TH STREET ","INDIANAPOLIS","IN","46260","Marion","Hours of physical-restraint use","0.63","221.13","14726","","Hours of seclusion","0.26","92.01","14726","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Alcohol Use Brief Intervention Provided or Offered","0.00%","0","84","","0.00%","0","84","","Tobacco Use Screening","99.75%","406","407","","Tobacco Use Treatment (during the hospital stay)","37.25%","57","153","","0.00%","0","153","","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","152","","0.00%","0","152","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.89%","312","322","","Healthcare Personnel Influenza Vaccination","98%","251","255","","10/01/2016","03/31/2017"
"150100","ST. MARY'S HEALTH, INC.","3700 WASHINGTON AVENUE ","EVANSVILLE","IN","47750","Vanderburgh","Hours of physical-restraint use","0.68","61.65","3787","","Hours of seclusion","0.09","8.17","3787","","Patients discharged on multiple antipsychotic medications with appropriate justification","75.00%","15","20","","Alcohol Use Screening","99.74%","378","379","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.78%","444","445","","Tobacco Use Treatment (during the hospital stay)","75.74%","178","235","","48.94%","115","235","","Tobacco Use Treatment Provided or Offered at Discharge","40.45%","89","220","","8.64%","19","220","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.51%","205","206","","Healthcare Personnel Influenza Vaccination","93%","42","45","","10/01/2016","03/31/2017"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST ","LEBANON","IN","46052","Boone","Hours of physical-restraint use","0.00","0","2721","","Hours of seclusion","0.00","0","2721","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","Not Available","Not Available","Not Available","7","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","Not Available","Not Available","Not Available","7","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.25%","112","114","","Healthcare Personnel Influenza Vaccination","100%","29","29","","10/01/2016","03/31/2017"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W. 9TH ST. ","JASPER","IN","47546","Dubois","Hours of physical-restraint use","1.95","142.78","3053","","Hours of seclusion","2.36","173.12","3053","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","100.00%","174","174","","Alcohol Use Brief Intervention Provided or Offered","86.67%","26","30","","83.33%","25","30","","Tobacco Use Screening","100.00%","325","325","","Tobacco Use Treatment (during the hospital stay)","92.74%","115","124","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","109","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.71%","229","232","","Healthcare Personnel Influenza Vaccination","97%","606","624","","10/01/2016","03/31/2017"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA PARKWAY ","INDIANAPOLIS","IN","46256","Marion","Hours of physical-restraint use","0.00",".22","2532","","Hours of seclusion","0.00","0","2532","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","91.70%","221","241","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.59%","245","246","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","16","","0.00%","0","16","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.80%","121","125","","Healthcare Personnel Influenza Vaccination","69%","20","29","","10/01/2016","03/31/2017"
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST ","PORTLAND","IN","47371","Jay","Hours of physical-restraint use","0.00","0","1452","","Hours of seclusion","0.00","0","1452","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","95.74%","90","94","","Alcohol Use Brief Intervention Provided or Offered","100.00%","20","20","","100.00%","20","20","","Tobacco Use Screening","100.00%","160","160","","Tobacco Use Treatment (during the hospital stay)","46.36%","51","110","","30.91%","34","110","","Tobacco Use Treatment Provided or Offered at Discharge","21.74%","20","92","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","95.95%","71","74","","Healthcare Personnel Influenza Vaccination","53%","24","45","","10/01/2016","03/31/2017"
"151325","ST. MARY'S WARRICK HOSPITAL INC","1116 MILLIS AVENUE PO BOX 629","BOONVILLE","IN","47601","Warrick","Hours of physical-restraint use","0.02","2.08","3562","","Hours of seclusion","0.00","0","3562","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.00%","99","100","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","102","102","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","79.52%","66","83","","Healthcare Personnel Influenza Vaccination","90%","37","41","","10/01/2016","03/31/2017"
